invoice_id,client_id,start_date,subtotal,tax,total,shipment_type
INV-QO5BELB,C60889,2024-11-23,1173.77,0.0,1173.77,GROUND
INV-QO63GMD,C92842,2024-11-07,19928.51,1594.28,21522.79,EXPRESS
INV-QORGJXN,C11386,2024-05-21,4142.68,414.27,4556.95,GROUND
INV-QOWDXN4,C16180,2024-06-27,7352.94,367.65,7720.59,EXPRESS
INV-QOX7AJ8,C94929,2025-12-22,2246.25,112.31,2358.56,GROUND
INV-QP16LOK,C60889,2024-07-20,1177.41,0.0,1177.41,GROUND
INV-QP6MRJN,C86029,2025-12-02,12990.66,649.53,13640.19,EXPRESS
INV-QPCOY7Q,C63096,2025-01-03,8301.11,664.09,8965.2,EXPRESS
INV-QPEUBKX,C28306,2025-08-23,45802.43,3664.19,49466.62,FREIGHT
INV-QPJSQWM,C63096,2025-01-18,9855.16,788.41,10643.57,2DAY
INV-QPQYBH1,C47375,2024-10-02,10398.06,0.0,10398.06,EXPRESS
INV-QQ64TOF,C91097,2025-05-28,2990.19,0.0,2990.19,GROUND
INV-QQ6Z04J,C49018,2025-04-25,2979.44,148.97,3128.41,GROUND
INV-QQ7SKL1,C63250,2025-12-10,3453.5,276.28,3729.78,GROUND
INV-QQDZ247,C84879,2024-03-05,4529.64,362.37,4892.01,GROUND
INV-QQJ5537,C98399,2024-02-08,8448.55,422.43,8870.98,EXPRESS
INV-QQJ5RE6,C86029,2025-02-01,13182.55,1054.6,14237.15,EXPRESS
INV-QQKF02T,C99808,2025-06-11,19221.03,1922.1,21143.13,EXPRESS
INV-QQPFDD4,C57382,2024-07-11,40142.17,3211.37,43353.54,FREIGHT
INV-QQQFXH0,C11386,2024-11-21,4771.27,0.0,4771.27,GROUND
INV-QQQWHZ1,C33266,2025-12-04,2666.16,266.62,2932.78,GROUND
INV-QR0WFGW,C98399,2024-04-15,3039.38,0.0,3039.38,GROUND
INV-QR56DN4,C83948,2025-07-13,1740.78,174.08,1914.86,GROUND
INV-QR5CZNG,C82971,2024-04-04,1307.84,104.63,1412.47,GROUND
INV-QR8IT6P,C99892,2024-07-03,10890.26,0.0,10890.26,EXPRESS
INV-QRGVN2R,C94736,2025-05-09,2455.28,122.76,2578.04,GROUND
INV-QRIATQM,C15978,2025-04-01,4460.1,356.81,4816.91,GROUND
INV-QRN7DD5,C94736,2024-06-26,33784.62,0.0,33784.62,FREIGHT
INV-QRPRR07,C91097,2024-11-11,1034.74,0.0,1034.74,GROUND
INV-QRQMSIG,C15978,2024-09-05,4958.83,247.94,5206.77,GROUND
INV-QRUFJ7O,C97125,2024-08-07,5024.93,251.25,5276.18,2DAY
INV-QRUST59,C29210,2025-08-31,3875.76,310.06,4185.82,GROUND
INV-QRYDM3E,C25055,2025-02-12,4124.83,0.0,4124.83,GROUND
INV-QS0SMXQ,C29210,2024-01-17,2825.64,282.56,3108.2,GROUND
INV-QS406NZ,C02145,2024-09-14,4641.72,371.34,5013.06,GROUND
INV-QS7NW86,C99892,2025-10-27,4406.01,352.48,4758.49,GROUND
INV-QSD6NEO,C51553,2025-07-12,2318.03,0.0,2318.03,GROUND
INV-QSQUAHR,C83948,2025-07-17,7305.55,365.28,7670.83,2DAY
INV-QSS53QW,C97125,2025-09-14,3064.91,153.25,3218.16,GROUND
INV-QSVD0QE,C15499,2025-12-04,3360.84,168.04,3528.88,GROUND
INV-QSWYTZ6,C08929,2025-11-01,3004.96,150.25,3155.21,GROUND
INV-QT5HU3S,C03366,2024-12-14,1241.56,62.08,1303.64,GROUND
INV-QT9Q4C8,C29210,2025-01-24,9224.68,737.97,9962.65,2DAY
INV-QTFN8TO,C02145,2025-02-25,2365.51,189.24,2554.75,GROUND
INV-QTGREWG,C97125,2024-10-17,2413.76,241.38,2655.14,2DAY
INV-QTP7V3H,C72495,2024-04-11,8663.06,433.15,9096.21,2DAY
INV-QU03QCS,C86029,2025-02-02,1650.14,0.0,1650.14,GROUND
INV-QU0M4UG,C43677,2024-10-28,1668.18,83.41,1751.59,GROUND
INV-QU45TU2,C15978,2024-10-28,18829.37,1506.35,20335.72,FREIGHT
INV-QU6G519,C20405,2024-09-17,1623.03,81.15,1704.18,GROUND
INV-QUCOEYU,C15499,2025-09-15,4361.52,348.92,4710.44,GROUND
INV-QUJA0SJ,C15499,2025-05-20,12450.39,1245.04,13695.43,FREIGHT
INV-QUKEYMW,C16655,2024-11-08,1615.03,129.2,1744.23,GROUND
INV-QUO1P0R,C81739,2025-03-03,4556.16,227.81,4783.97,GROUND
INV-QUQAVBV,C72495,2024-04-21,4031.17,322.49,4353.66,GROUND
INV-QURTWKO,C10456,2025-11-02,4588.13,229.41,4817.54,GROUND
INV-QUV8YMC,C72495,2025-04-17,3720.34,186.02,3906.36,GROUND
INV-QV19YL4,C08929,2025-08-11,8087.07,808.71,8895.78,EXPRESS
INV-QV2HV3E,C09581,2024-01-09,6944.68,347.23,7291.91,2DAY
INV-QV3ITCZ,C72495,2024-03-15,7083.32,708.33,7791.65,2DAY
INV-QV8WYDE,C60889,2025-12-16,9974.09,997.41,10971.5,2DAY
INV-QVE6H2G,C10456,2025-07-19,1400.24,70.01,1470.25,GROUND
INV-QVG7DUI,C77726,2025-11-18,19907.54,1990.75,21898.29,EXPRESS
INV-QVICUI5,C63250,2024-06-07,7362.27,368.11,7730.38,EXPRESS
INV-QVJ04BJ,C97125,2024-12-08,4613.52,461.35,5074.87,2DAY
INV-QVXNYNK,C93089,2025-03-25,3471.59,277.73,3749.32,2DAY
INV-QW2M6VE,C82971,2024-10-06,2246.04,179.68,2425.72,2DAY
INV-QW3P2HE,C17172,2025-07-17,10189.42,0.0,10189.42,FREIGHT
INV-QW71NBN,C33266,2025-05-06,2284.62,228.46,2513.08,GROUND
INV-QWAL2E5,C99808,2025-09-18,4292.81,343.42,4636.23,GROUND
INV-QWNIJ1V,C92842,2024-08-10,3650.87,365.09,4015.96,GROUND
INV-QWOMT4F,C15499,2025-11-06,19573.04,1565.84,21138.88,EXPRESS
INV-QWT9M52,C28306,2025-06-20,1978.22,0.0,1978.22,GROUND
INV-QWVCPJ5,C99808,2025-05-07,2066.66,0.0,2066.66,GROUND
INV-QX2KQAQ,C98672,2024-08-21,7865.31,786.53,8651.84,2DAY
INV-QX5JMO8,C14175,2024-06-23,3932.12,314.57,4246.69,GROUND
INV-QXBAXHR,C34523,2025-04-19,6887.15,688.72,7575.87,EXPRESS
INV-QXBIWSX,C17754,2024-12-30,3973.16,0.0,3973.16,GROUND
INV-QXD5N59,C60889,2024-03-10,1740.66,174.07,1914.73,GROUND
INV-QXIH0IH,C16180,2024-11-13,3340.58,334.06,3674.64,GROUND
INV-QXK9LUW,C16180,2024-12-08,35213.39,1760.67,36974.06,FREIGHT
INV-QXM3BH5,C98399,2024-02-16,1815.54,0.0,1815.54,GROUND
INV-QXO44PS,C98399,2025-03-11,8640.58,0.0,8640.58,2DAY
INV-QXS2CR7,C83948,2024-08-29,18033.21,1803.32,19836.53,FREIGHT
INV-QXYGLQN,C84879,2024-04-05,4432.37,354.59,4786.96,GROUND
INV-QY0JPRH,C94929,2024-10-20,1984.51,99.23,2083.74,GROUND
INV-QY4BHUG,C98672,2024-10-07,15300.31,0.0,15300.31,EXPRESS
INV-QY4E3WT,C25055,2025-12-17,1647.02,82.35,1729.37,GROUND
INV-QY8V3QX,C17172,2024-09-25,4820.72,385.66,5206.38,GROUND
INV-QYDDA68,C82971,2025-02-14,6371.64,637.16,7008.8,EXPRESS
INV-QYHOVGG,C72495,2025-12-06,1996.61,0.0,1996.61,GROUND
INV-QYJY2MN,C15978,2025-06-08,2868.86,0.0,2868.86,GROUND
INV-QYL8HEF,C33266,2024-06-20,1549.13,0.0,1549.13,GROUND
INV-QYST922,C84879,2025-07-12,3983.32,199.17,4182.49,GROUND
INV-QYW2SLD,C77577,2025-08-09,2834.99,141.75,2976.74,GROUND
INV-QYY4WB1,C73720,2025-02-23,6161.35,0.0,6161.35,EXPRESS
INV-QZBXFPE,C29210,2025-09-24,14316.31,715.82,15032.13,EXPRESS
INV-QZCC840,C14175,2024-03-12,1281.26,102.5,1383.76,GROUND
INV-QZE2JAZ,C73720,2024-06-22,4089.88,0.0,4089.88,GROUND
INV-QZMBYXV,C09581,2024-08-26,49080.06,0.0,49080.06,FREIGHT
INV-QZWNCUY,C63096,2025-07-28,2685.89,134.29,2820.18,GROUND
INV-R00SCL7,C72495,2025-06-18,2465.49,197.24,2662.73,GROUND
INV-R01SKS6,C82971,2025-05-23,3004.03,300.4,3304.43,GROUND
INV-R0483GM,C86029,2024-03-17,5833.47,291.67,6125.14,2DAY
INV-R07AXQF,C84879,2025-03-12,14999.32,1499.93,16499.25,EXPRESS
INV-R0CF0X8,C16180,2025-09-15,4329.96,433.0,4762.96,GROUND
INV-R0DC497,C83948,2025-10-10,9645.06,0.0,9645.06,EXPRESS
INV-R0GLKMO,C78191,2025-10-19,1864.75,186.48,2051.23,GROUND
INV-R0I6MJH,C02145,2025-12-19,14191.54,1135.32,15326.86,EXPRESS
INV-R0P5YBT,C49018,2024-08-25,1998.29,199.83,2198.12,GROUND
INV-R0PJUTK,C83350,2025-11-08,2808.24,224.66,3032.9,2DAY
INV-R0QUQAJ,C77726,2025-04-28,2779.36,0.0,2779.36,GROUND
INV-R0UWCXR,C51553,2024-11-05,14993.56,0.0,14993.56,EXPRESS
INV-R0YN63C,C10456,2024-02-17,2571.87,205.75,2777.62,GROUND
INV-R1CGVBY,C47375,2025-11-19,19886.35,1988.63,21874.98,EXPRESS
INV-R1DIHVB,C94736,2025-11-30,2157.76,107.89,2265.65,GROUND
INV-R1DRT8K,C80551,2025-10-04,3918.01,313.44,4231.45,2DAY
INV-R1FDTHZ,C17754,2025-11-09,4052.7,202.63,4255.33,GROUND
INV-R1GPI7C,C84879,2024-09-14,14862.82,0.0,14862.82,EXPRESS
INV-R1IICQC,C70464,2025-03-23,4188.74,209.44,4398.18,GROUND
INV-R1KAFP5,C24911,2025-01-09,3505.27,350.53,3855.8,GROUND
INV-R1Q7YJV,C02145,2024-03-23,3893.99,0.0,3893.99,GROUND
INV-R1SK2BV,C15499,2025-05-27,12244.8,979.58,13224.38,FREIGHT
INV-R1XTBPT,C33266,2025-06-30,8352.86,668.23,9021.09,2DAY
INV-R21UD5Q,C98672,2025-04-08,2077.22,207.72,2284.94,2DAY
INV-R2BGN4Z,C35443,2025-08-24,18543.51,1483.48,20026.99,EXPRESS
INV-R2CLDPB,C49018,2025-06-30,5976.47,0.0,5976.47,2DAY
INV-R2DLVP0,C97785,2025-09-06,6060.64,0.0,6060.64,2DAY
INV-R2DX3JC,C91097,2025-06-15,23488.25,2348.83,25837.08,FREIGHT
INV-R2PW294,C28306,2024-11-07,5332.49,266.62,5599.11,2DAY
INV-R362W4J,C25055,2025-07-01,13664.97,1093.2,14758.17,EXPRESS
INV-R36X1J0,C84879,2024-04-05,6286.23,502.9,6789.13,2DAY
INV-R374SI6,C98672,2025-07-26,1690.07,135.21,1825.28,GROUND
INV-R37PT5J,C98399,2024-03-11,3867.05,193.35,4060.4,GROUND
INV-R3FGQ0L,C14637,2025-10-17,9021.86,0.0,9021.86,2DAY
INV-R3MALLL,C02145,2025-08-26,3243.3,259.46,3502.76,GROUND
INV-R3PI9H3,C14637,2024-06-19,4839.97,387.2,5227.17,2DAY
INV-R3VHRIZ,C98672,2024-03-29,8564.66,0.0,8564.66,2DAY
INV-R40E2S6,C33266,2025-11-05,14894.48,1191.56,16086.04,EXPRESS
INV-R40QFOG,C22659,2024-11-15,16305.84,1630.58,17936.42,EXPRESS
INV-R476UWO,C43677,2024-08-01,1332.93,0.0,1332.93,GROUND
INV-R49AMKF,C72495,2024-10-22,42917.74,3433.42,46351.16,FREIGHT
INV-R4CAGT3,C81739,2024-12-03,4066.34,325.31,4391.65,GROUND
INV-R4CQOMR,C17754,2025-09-13,4545.47,363.64,4909.11,GROUND
INV-R4E7F2L,C97785,2024-01-26,2990.89,299.09,3289.98,2DAY
INV-R4GAOX0,C47375,2025-10-07,3661.78,0.0,3661.78,GROUND
INV-R4HXQQ1,C63096,2024-05-28,9703.87,776.31,10480.18,EXPRESS
INV-R4L59E1,C99892,2024-02-05,4035.55,0.0,4035.55,GROUND
INV-R4MB2YL,C99892,2025-08-19,19322.01,1545.76,20867.77,FREIGHT
INV-R4MSJO3,C51553,2024-11-08,2094.92,209.49,2304.41,GROUND
INV-R4N2MA3,C86029,2025-07-26,47523.05,3801.84,51324.89,FREIGHT
INV-R4OFS0U,C29210,2025-09-10,15082.51,754.13,15836.64,EXPRESS
INV-R4OQ5XB,C63096,2025-12-03,4821.83,385.75,5207.58,GROUND
INV-R4RU4YG,C64279,2024-02-22,21841.68,1092.08,22933.76,FREIGHT
INV-R4WUZ3O,C63250,2025-10-08,2467.9,246.79,2714.69,2DAY
INV-R574IY9,C08929,2024-12-20,4654.69,232.73,4887.42,GROUND
INV-R577C0X,C35443,2024-01-06,2100.18,210.02,2310.2,GROUND
INV-R5FPMCP,C28306,2025-11-11,6145.89,0.0,6145.89,EXPRESS
INV-R5FSTCK,C51553,2024-03-18,2861.64,228.93,3090.57,GROUND
INV-R5NVI2V,C73720,2024-08-24,11633.41,1163.34,12796.75,EXPRESS
INV-R5UUSBP,C72495,2024-09-26,1048.2,0.0,1048.2,GROUND
INV-R5VI3V3,C22659,2024-11-06,15581.09,1558.11,17139.2,EXPRESS
INV-R62MB9G,C56067,2025-06-02,6518.72,325.94,6844.66,EXPRESS
INV-R65QYUJ,C10456,2025-12-16,4370.53,437.05,4807.58,GROUND
INV-R67KFOB,C99808,2024-09-28,13225.55,0.0,13225.55,EXPRESS
INV-R69ST08,C73720,2025-09-02,6139.0,0.0,6139.0,2DAY
INV-R69Y0RP,C24911,2025-10-05,12901.02,1290.1,14191.12,FREIGHT
INV-R6HRA8E,C29210,2024-09-14,17451.88,872.59,18324.47,FREIGHT
INV-R6HZWAU,C57382,2024-12-17,6189.14,0.0,6189.14,EXPRESS
INV-R6IDG3D,C98672,2025-03-19,3036.62,0.0,3036.62,GROUND
INV-R6IYRQI,C81739,2024-11-01,2503.87,0.0,2503.87,GROUND
INV-R6JYPFY,C17754,2024-08-06,4665.41,233.27,4898.68,GROUND
INV-R6N1JSR,C98672,2024-03-07,16395.83,0.0,16395.83,EXPRESS
INV-R6NVH3E,C14637,2024-08-13,1565.99,156.6,1722.59,GROUND
INV-R6VFLH8,C83350,2024-12-01,2735.06,273.51,3008.57,GROUND
INV-R6ZUQ2X,C86178,2025-03-16,1934.7,154.78,2089.48,GROUND
INV-R75RYBT,C22659,2025-07-16,5430.93,434.47,5865.4,2DAY
INV-R7AOX36,C97785,2024-06-01,3770.31,188.52,3958.83,GROUND
INV-R7G2OLT,C16180,2025-07-08,48883.02,4888.3,53771.32,FREIGHT
INV-R7ILQK3,C35443,2024-05-15,19625.11,0.0,19625.11,EXPRESS
INV-R7LNKUH,C60889,2024-12-24,1241.02,62.05,1303.07,GROUND
INV-R7MWVNY,C03366,2025-07-09,3631.76,290.54,3922.3,GROUND
INV-R7PSUUA,C15499,2025-11-25,1113.63,55.68,1169.31,GROUND
INV-R7UD4IY,C99808,2024-05-16,9856.27,492.81,10349.08,EXPRESS
INV-R8AU44V,C84879,2024-03-06,9634.01,770.72,10404.73,2DAY
INV-R8FLO4A,C14175,2025-05-21,2376.98,0.0,2376.98,GROUND
INV-R8G1CD1,C92842,2024-06-25,2033.59,0.0,2033.59,GROUND
INV-R8L139F,C60889,2025-10-12,13202.58,0.0,13202.58,EXPRESS
INV-R8NNRR3,C83350,2024-12-12,2497.16,0.0,2497.16,2DAY
INV-R8PUF0T,C99892,2024-08-22,3487.55,0.0,3487.55,GROUND
INV-R8Q59AF,C99808,2025-03-10,1128.23,112.82,1241.05,GROUND
INV-R8Q5W9A,C47375,2025-01-24,2670.72,0.0,2670.72,GROUND
INV-R8TDQ12,C73720,2025-02-01,1260.45,100.84,1361.29,GROUND
INV-R8ZP1P8,C73720,2024-12-28,4857.2,242.86,5100.06,GROUND
INV-R91C3XU,C49018,2024-04-04,8652.64,0.0,8652.64,2DAY
INV-R92DMZD,C86178,2025-01-06,4714.09,235.7,4949.79,GROUND
INV-R977A3G,C86029,2025-05-26,12548.79,1254.88,13803.67,EXPRESS
INV-R9CWUVZ,C77726,2024-02-08,3254.84,260.39,3515.23,GROUND
INV-R9M96XO,C84879,2024-10-24,10633.8,0.0,10633.8,EXPRESS
INV-R9O8QHA,C03366,2024-12-26,8690.6,695.25,9385.85,EXPRESS
INV-R9QDKWU,C99892,2024-10-17,14167.79,0.0,14167.79,FREIGHT
INV-R9U0CWT,C63096,2024-05-10,15296.13,764.81,16060.94,EXPRESS
INV-R9Y87GE,C35443,2025-07-07,8933.92,714.71,9648.63,EXPRESS
INV-RADO5SF,C97785,2025-11-03,3781.18,189.06,3970.24,GROUND
INV-RAHBTT7,C80551,2025-01-04,4261.03,213.05,4474.08,GROUND
INV-RAKZ8YF,C17172,2024-07-10,15787.17,1578.72,17365.89,EXPRESS
INV-RANGX56,C93089,2024-01-06,6581.52,658.15,7239.67,2DAY
INV-RAPC5F8,C82971,2025-07-04,1250.52,100.04,1350.56,GROUND
INV-RAQWL3I,C33266,2025-08-25,2182.24,218.22,2400.46,GROUND
INV-RAR5D6C,C56067,2025-05-19,4090.1,0.0,4090.1,GROUND
INV-RAVW2KU,C86178,2025-03-11,4533.69,362.7,4896.39,GROUND
INV-RAW73ER,C20405,2024-11-05,3076.17,307.62,3383.79,2DAY
INV-RB23U0N,C11386,2024-04-10,7366.39,736.64,8103.03,EXPRESS
INV-RB346BK,C49018,2025-09-08,14305.67,1430.57,15736.24,EXPRESS
INV-RBCHA7U,C47375,2025-10-07,3950.65,0.0,3950.65,GROUND
INV-RBKN14V,C35443,2025-04-15,6565.26,328.26,6893.52,2DAY
INV-RBYLOCM,C97125,2025-04-08,2835.22,141.76,2976.98,2DAY
INV-RCAYVTT,C84879,2024-02-09,1542.56,123.4,1665.96,GROUND
INV-RCHLMIW,C63250,2024-08-15,3228.43,322.84,3551.27,GROUND
INV-RCI2WDN,C63250,2025-11-22,3935.89,0.0,3935.89,2DAY
INV-RCM8Z1Y,C78191,2025-06-28,19711.52,1576.92,21288.44,EXPRESS
INV-RCT0B27,C14637,2025-10-26,5898.95,0.0,5898.95,2DAY
INV-RCU6VEJ,C11386,2024-06-30,13150.83,1052.07,14202.9,EXPRESS
INV-RCVJUSQ,C64279,2025-07-27,4091.67,204.58,4296.25,GROUND
INV-RCWBYZ9,C94736,2024-03-10,3374.85,168.74,3543.59,GROUND
INV-RCX9JO2,C43677,2025-05-20,3069.74,153.49,3223.23,GROUND
INV-RCZEGI0,C99808,2025-10-07,4987.49,399.0,5386.49,2DAY
INV-RD0NA35,C86029,2024-08-03,4647.27,232.36,4879.63,GROUND
INV-RD0SSUC,C60889,2025-06-14,1489.98,119.2,1609.18,GROUND
INV-RD3I4AB,C77577,2025-11-12,20689.36,1655.15,22344.51,FREIGHT
INV-RD3YCUT,C16180,2024-10-12,8336.7,0.0,8336.7,EXPRESS
INV-RD8CL5T,C77577,2025-03-11,11812.13,1181.21,12993.34,EXPRESS
INV-RD9A6L6,C99808,2024-08-28,3345.4,267.63,3613.03,2DAY
INV-RDBQCLV,C99892,2024-10-05,14977.5,748.88,15726.38,EXPRESS
INV-RDE6FRC,C56067,2025-04-05,12319.04,985.52,13304.56,EXPRESS
INV-RDGSFQZ,C86029,2025-02-20,10661.33,533.07,11194.4,EXPRESS
INV-RDHIS8S,C51553,2024-10-23,4664.85,233.24,4898.09,GROUND
INV-RDJT3PS,C43677,2024-08-03,49752.92,0.0,49752.92,FREIGHT
INV-RDK3MP4,C35443,2025-09-18,37700.42,1885.02,39585.44,FREIGHT
INV-RDTA8HY,C77726,2025-01-29,4614.75,369.18,4983.93,GROUND
INV-RDXF5IC,C09581,2024-06-01,8695.0,0.0,8695.0,EXPRESS
INV-RE0EMIA,C72495,2025-07-29,4731.78,378.54,5110.32,GROUND
INV-RE5Z0G6,C10456,2025-12-27,3243.48,0.0,3243.48,GROUND
INV-RE6S82E,C70464,2024-07-10,12925.84,0.0,12925.84,EXPRESS
INV-REBRCAP,C98399,2025-06-11,4173.58,208.68,4382.26,2DAY
INV-RECGQ5F,C51553,2025-04-19,12441.94,1244.19,13686.13,EXPRESS
INV-REMMBWA,C81739,2025-12-04,4131.78,0.0,4131.78,GROUND
INV-REQCUUA,C57382,2025-04-06,4077.14,407.71,4484.85,GROUND
INV-REWSGK0,C15499,2025-05-17,9606.73,480.34,10087.07,EXPRESS
INV-REZHLK8,C92842,2024-05-01,19983.31,999.17,20982.48,EXPRESS
INV-RF5KCT4,C08929,2025-11-27,24016.1,2401.61,26417.71,FREIGHT
INV-RF6VEA8,C73720,2025-07-30,13229.62,0.0,13229.62,FREIGHT
INV-RF95MNW,C57382,2024-06-19,19322.62,966.13,20288.75,EXPRESS
INV-RFDHO94,C86178,2025-11-27,18242.97,1824.3,20067.27,EXPRESS
INV-RFEK0E5,C94929,2025-05-22,9973.03,0.0,9973.03,2DAY
INV-RFJJ51O,C51553,2024-03-01,2349.39,234.94,2584.33,GROUND
INV-RFOQ5BX,C92842,2024-06-12,2404.31,120.22,2524.53,GROUND
INV-RFP803Z,C14175,2024-10-19,1372.96,109.84,1482.8,GROUND
INV-RFRY8X9,C73720,2024-07-11,12654.02,0.0,12654.02,EXPRESS
INV-RFXNJMF,C21531,2024-04-23,1776.23,142.1,1918.33,GROUND
INV-RG13B0J,C22659,2024-07-04,5244.26,0.0,5244.26,2DAY
INV-RG4H5U7,C20405,2025-10-18,2087.73,167.02,2254.75,2DAY
INV-RG7D4ZH,C84879,2024-09-03,2050.61,102.53,2153.14,GROUND
INV-RG9BSUB,C86178,2025-06-10,8566.13,428.31,8994.44,2DAY
INV-RG9EM7X,C17754,2024-08-31,15026.8,751.34,15778.14,EXPRESS
INV-RGCF1W4,C97785,2024-07-08,3916.38,391.64,4308.02,GROUND
INV-RGG67UD,C97125,2024-12-14,7224.77,577.98,7802.75,2DAY
INV-RGH3HRI,C35443,2024-05-14,14222.68,0.0,14222.68,EXPRESS
INV-RGL69XU,C33266,2025-07-16,2391.66,0.0,2391.66,GROUND
INV-RGOXJPV,C24911,2025-02-25,9602.05,768.16,10370.21,EXPRESS
INV-RGZX74T,C28306,2025-09-13,12127.76,606.39,12734.15,FREIGHT
INV-RHBHQ4P,C09581,2025-08-23,4725.18,472.52,5197.7,2DAY
INV-RHBMD9A,C17172,2025-11-16,36095.38,0.0,36095.38,FREIGHT
INV-RHD9MGB,C99808,2024-12-19,15239.93,0.0,15239.93,EXPRESS
INV-RHDLT4X,C15978,2025-02-05,8264.1,0.0,8264.1,2DAY
INV-RHF6SFA,C60889,2024-05-06,3451.94,172.6,3624.54,GROUND
INV-RHI7WDL,C72495,2025-10-10,4651.36,372.11,5023.47,GROUND
INV-RHJ6KVD,C20405,2024-04-20,39851.52,3188.12,43039.64,FREIGHT
INV-RHKVOOO,C16655,2025-05-03,1186.14,118.61,1304.75,GROUND
INV-RHM1U97,C83948,2024-10-30,1092.29,87.38,1179.67,GROUND
INV-RHN6F86,C94736,2024-10-15,30478.37,1523.92,32002.29,FREIGHT
INV-RHQ16GO,C25055,2025-06-19,1200.64,120.06,1320.7,GROUND
INV-RHTK5U9,C15499,2025-12-09,18694.01,1869.4,20563.41,EXPRESS
INV-RHUFCFS,C77577,2025-10-10,3161.26,316.13,3477.39,GROUND
INV-RHUJBJQ,C77726,2024-11-27,11883.44,1188.34,13071.78,FREIGHT
INV-RHVZ5Y9,C60889,2025-04-01,6676.95,333.85,7010.8,EXPRESS
INV-RHZFVSZ,C24911,2024-10-25,4289.11,0.0,4289.11,GROUND
INV-RI3NJYG,C51553,2024-06-05,17447.67,872.38,18320.05,EXPRESS
INV-RI7XX60,C97785,2025-12-27,1582.07,0.0,1582.07,GROUND
INV-RIDMP1O,C63250,2025-09-08,5971.93,597.19,6569.12,2DAY
INV-RIFTHFS,C98399,2025-06-07,3146.34,0.0,3146.34,GROUND
INV-RIIOW1C,C83350,2025-08-14,2830.39,0.0,2830.39,GROUND
INV-RIPJIUZ,C77577,2024-04-26,3844.76,192.24,4037.0,GROUND
INV-RIQRH1D,C24911,2025-06-12,17161.54,858.08,18019.62,EXPRESS
INV-RIV80TP,C56067,2024-08-01,3350.03,0.0,3350.03,GROUND
INV-RIXNYZO,C56067,2025-06-12,15664.74,1253.18,16917.92,EXPRESS
INV-RIYOXO9,C80551,2025-05-02,1872.39,187.24,2059.63,GROUND
INV-RJ1A5F7,C14637,2024-05-14,16429.08,1642.91,18071.99,EXPRESS
INV-RJ4N741,C03366,2025-07-05,4167.31,416.73,4584.04,GROUND
INV-RJ7LI9F,C09581,2025-03-10,19729.98,986.5,20716.48,EXPRESS
INV-RJ81I60,C73720,2024-01-22,4415.67,441.57,4857.24,GROUND
INV-RJKT455,C83350,2025-12-25,2911.16,291.12,3202.28,GROUND
INV-RJMK4BO,C83948,2025-06-03,4611.9,368.95,4980.85,2DAY
INV-RJQVZZ0,C73720,2024-08-17,4697.04,375.76,5072.8,2DAY
INV-RJS31K2,C64279,2024-03-05,7976.61,0.0,7976.61,2DAY
INV-RJSPC97,C78191,2025-07-27,21093.63,1054.68,22148.31,FREIGHT
INV-RJVULHJ,C97125,2024-08-31,6093.18,487.45,6580.63,2DAY
INV-RJWYVNK,C28306,2025-05-09,2577.58,206.21,2783.79,GROUND
INV-RJXVD63,C43677,2024-10-12,4280.96,428.1,4709.06,2DAY
INV-RK1MC9S,C47375,2025-10-16,3318.77,165.94,3484.71,GROUND
INV-RK7E6GG,C49018,2025-05-19,3641.99,182.1,3824.09,2DAY
INV-RKKVKCR,C87356,2025-06-11,13002.55,1300.26,14302.81,EXPRESS
INV-RKMQU6B,C43677,2025-02-15,4182.9,0.0,4182.9,GROUND
INV-RKVSZTF,C93089,2024-07-20,4952.62,0.0,4952.62,GROUND
INV-RKWYSSM,C86029,2024-08-05,5140.34,0.0,5140.34,2DAY
INV-RL6YW23,C86029,2024-02-28,6158.43,307.92,6466.35,EXPRESS
INV-RL7HB1X,C80551,2025-08-03,7404.19,592.34,7996.53,EXPRESS
INV-RLH497R,C86029,2025-10-20,3216.2,321.62,3537.82,GROUND
INV-RLKXVYN,C56067,2024-12-17,4622.39,462.24,5084.63,GROUND
INV-RLNTEQG,C24911,2024-09-08,3344.72,0.0,3344.72,GROUND
INV-RLPUKG7,C25055,2025-10-18,1947.57,194.76,2142.33,GROUND
INV-RLQ86PW,C73720,2025-10-30,34587.17,2766.97,37354.14,FREIGHT
INV-RLV26RZ,C29210,2025-07-23,27769.8,1388.49,29158.29,FREIGHT
INV-RLV70J7,C14637,2024-11-01,2007.14,0.0,2007.14,GROUND
INV-RLW69P2,C47375,2024-05-21,2895.12,144.76,3039.88,GROUND
INV-RM084EQ,C17754,2025-10-31,8005.85,640.47,8646.32,2DAY
INV-RM2ZAQG,C94736,2025-07-14,8867.91,443.4,9311.31,EXPRESS
INV-RM47GM6,C33266,2025-05-23,5277.47,527.75,5805.22,2DAY
INV-RMDACWZ,C47375,2024-01-14,5067.55,506.76,5574.31,2DAY
INV-RMIKDY8,C57382,2025-09-21,13904.61,695.23,14599.84,EXPRESS
INV-RMIRWQ7,C14175,2025-01-02,1378.17,0.0,1378.17,GROUND
INV-RMJ3NUO,C34523,2025-06-17,2861.77,286.18,3147.95,GROUND
INV-RMKUMO3,C98672,2024-06-06,8830.3,883.03,9713.33,EXPRESS
INV-RMPZFFO,C98672,2024-10-27,3559.86,177.99,3737.85,GROUND
INV-RMSTNRB,C73720,2024-08-03,6061.09,606.11,6667.2,2DAY
