client_id,client_name,invoice_id,start_date,total,shipment_type
C77577,Zenith Holdings,INV-TGHAD8W,2024-04-25,20223.46,EXPRESS
C24911,Quantum Freight,INV-TGHJZ7L,2024-10-17,1573.34,GROUND
C83948,Wayne Holdings,INV-TGJLLSK,2025-08-09,9902.56,2DAY
C22659,Tyrell Partners,INV-TGJRQ3D,2025-08-07,10936.52,FREIGHT
C84879,Umbrella Partners,INV-TGLBVCD,2024-07-04,12307.46,FREIGHT
C86178,Massive Co,INV-TGPQ12N,2024-08-31,15692.97,EXPRESS
C24911,Quantum Freight,INV-TGQBXL1,2025-06-06,4386.88,2DAY
C29210,Massive Group,INV-TH055JD,2025-01-29,17715.73,EXPRESS
C83948,Wayne Holdings,INV-TH13TJI,2024-10-05,3245.25,GROUND
C11386,Vector Llc,INV-TH3GGHE,2024-07-20,48347.21,FREIGHT
C83948,Wayne Holdings,INV-TH8WB5S,2024-08-12,45750.74,FREIGHT
C14637,Hooli Supply,INV-THHY6YN,2025-03-12,5466.42,GROUND
C60889,Wonka Llc,INV-THPXI6T,2024-01-05,51682.87,FREIGHT
C35443,Nimbus Group,INV-THQC4C4,2024-07-19,9974.21,EXPRESS
C49018,Green Freight,INV-THRBTVN,2025-08-12,2310.98,GROUND
C64279,Green Logistics,INV-THRIFCI,2025-12-13,3743.84,GROUND
C43677,Apex Group,INV-THRJV1Q,2024-04-13,2516.92,2DAY
C15499,Zenith Holdings,INV-THTMWA6,2025-06-10,3633.67,GROUND
C72495,Umbrella Enterprises,INV-THX9YUZ,2024-08-10,4863.94,GROUND
C77577,Zenith Holdings,INV-TI8ZW13,2024-07-31,19933.77,EXPRESS
C28306,Tyrell Llc,INV-TIA4YDR,2024-11-27,3654.3,GROUND
C98399,Wayne Group,INV-TIBZC3D,2025-08-18,5535.96,2DAY
C78191,Quantum Enterprises,INV-TIDP8KY,2025-03-26,3254.22,GROUND
C77726,Nimbus Holdings,INV-TIE5OYR,2025-12-23,16794.18,FREIGHT
C11386,Vector Llc,INV-TIK2UOE,2025-05-04,5214.86,2DAY
C33266,Hooli Enterprises,INV-TIYM8K1,2025-05-20,6387.02,EXPRESS
C34523,Stark Enterprises,INV-TJ0ZUX8,2024-12-25,43578.45,FREIGHT
C14637,Hooli Supply,INV-TJ5GPND,2025-01-01,4758.33,GROUND
C82971,Massive Co,INV-TJ9O4WG,2024-12-04,10523.01,2DAY
C47375,Vertex Partners,INV-TJBFBKQ,2024-01-31,8900.95,2DAY
C11386,Vector Llc,INV-TJKMLEB,2024-08-25,4201.74,GROUND
C93089,Blue Supply,INV-TJM71I0,2024-10-17,2492.98,2DAY
C22659,Tyrell Partners,INV-TJQFT41,2025-05-12,41527.79,FREIGHT
C29210,Massive Group,INV-TJQUO8H,2024-04-20,1356.88,GROUND
C70464,Hooli Supply,INV-TJX6361,2025-04-01,8715.76,EXPRESS
C16180,Blue Enterprises,INV-TJZ101C,2024-07-01,16096.77,EXPRESS
C28306,Tyrell Llc,INV-TJZS8V4,2025-11-07,4445.54,GROUND
C77577,Zenith Holdings,INV-TJZTFZ7,2024-08-13,11709.89,EXPRESS
C57382,Vector Logistics,INV-TK2ODFG,2024-06-02,14537.45,EXPRESS
C28306,Tyrell Llc,INV-TK8D29U,2024-07-18,3282.63,GROUND
C92842,Tyrell Industries,INV-TKKQAV3,2025-12-18,8256.35,EXPRESS
C49018,Green Freight,INV-TKO3VRK,2024-03-30,9621.68,EXPRESS
C82971,Massive Co,INV-TKOW8K4,2024-02-27,18935.48,EXPRESS
C87356,Zenith Logistics,INV-TKTN5D5,2024-10-15,3946.87,2DAY
C77577,Zenith Holdings,INV-TKVM1WB,2025-09-09,11879.13,EXPRESS
C63096,Initech Freight,INV-TKWF72V,2025-01-22,7037.62,2DAY
C80551,Vertex Partners,INV-TL1IN6H,2025-02-21,20973.93,EXPRESS
C82971,Massive Co,INV-TL2T7EI,2024-10-28,20358.21,EXPRESS
C83948,Wayne Holdings,INV-TL2XBQN,2024-01-23,11994.58,EXPRESS
C99892,Wayne Freight,INV-TL3VCZ3,2024-04-28,3466.32,GROUND
C03366,Umbrella Industries,INV-TL62ILI,2025-03-26,6318.49,EXPRESS
C29210,Massive Group,INV-TL7GROQ,2024-10-20,3188.85,GROUND
C24911,Quantum Freight,INV-TL98S2D,2025-09-23,2503.33,GROUND
C63096,Initech Freight,INV-TLDVBH5,2024-10-11,2215.62,2DAY
C99808,Blue Co,INV-TLLEQP4,2025-04-15,3939.14,2DAY
C81739,Massive Partners,INV-TLLG156,2025-12-14,5391.81,EXPRESS
C78191,Quantum Enterprises,INV-TLU2A66,2024-07-01,5946.98,EXPRESS
C14637,Hooli Supply,INV-TLXSEF8,2024-12-08,1705.81,GROUND
C72495,Umbrella Enterprises,INV-TMAVXUW,2024-08-28,1544.28,GROUND
C86178,Massive Co,INV-TMGL5GH,2024-11-02,3739.32,2DAY
C60889,Wonka Llc,INV-TMQ5G07,2024-01-12,25836.22,FREIGHT
C86029,Acme Industries,INV-TMRZO3E,2025-10-25,7132.61,EXPRESS
C78191,Quantum Enterprises,INV-TMV6ZS7,2025-09-22,1877.2,GROUND
C47375,Vertex Partners,INV-TMYD3HB,2025-05-22,4843.15,GROUND
C11386,Vector Llc,INV-TN2DLX0,2024-05-30,4828.49,GROUND
C43677,Apex Group,INV-TN5CRE8,2025-04-16,5174.05,EXPRESS
C77726,Nimbus Holdings,INV-TNDH0CS,2024-09-22,3260.95,GROUND
C15978,Vector Freight,INV-TNDT176,2024-06-15,1301.29,GROUND
C33266,Hooli Enterprises,INV-TNI0STU,2025-01-03,1783.09,GROUND
C51553,Hooli Logistics,INV-TNU2Z6Q,2025-05-25,2953.1,GROUND
C14637,Hooli Supply,INV-TNY5B4T,2024-04-29,2644.11,GROUND
C98399,Wayne Group,INV-TO5EYUF,2024-05-18,3493.99,GROUND
C28306,Tyrell Llc,INV-TOBCQCZ,2024-05-30,2197.5,2DAY
C02145,Zenith Supply,INV-TOC6PIV,2024-08-06,3361.51,GROUND
C25055,Stark Partners,INV-TODJZNA,2025-04-15,8708.03,EXPRESS
C17754,Vector Co,INV-TOEKGJS,2024-06-20,22918.27,FREIGHT
C20405,Initech Supply,INV-TOEQEI3,2025-10-10,36610.71,FREIGHT
C80551,Vertex Partners,INV-TOHFII2,2025-06-10,1429.23,GROUND
C83948,Wayne Holdings,INV-TOWS7ZB,2024-04-09,3850.6,2DAY
C15978,Vector Freight,INV-TP35DPS,2024-01-31,15843.26,EXPRESS
C77577,Zenith Holdings,INV-TP5UIW6,2025-11-23,6633.3,2DAY
C25055,Stark Partners,INV-TP7D3V1,2024-10-01,1934.35,GROUND
C99892,Wayne Freight,INV-TP9ZTGJ,2024-08-03,4736.31,2DAY
C24911,Quantum Freight,INV-TPAJJXF,2025-06-30,4464.09,GROUND
C73720,Massive Llc,INV-TPVGGDC,2024-03-29,2719.29,GROUND
C17754,Vector Co,INV-TPX0TBZ,2024-02-24,1312.41,GROUND
C92842,Tyrell Industries,INV-TPXA9E9,2025-11-30,11494.86,EXPRESS
C72495,Umbrella Enterprises,INV-TPZWUY2,2025-01-20,4372.86,GROUND
C15978,Vector Freight,INV-TQ2AEUN,2025-09-04,31252.69,FREIGHT
C43677,Apex Group,INV-TQ49JK8,2024-09-15,18002.28,EXPRESS
C25055,Stark Partners,INV-TQ59EU2,2025-12-26,9048.37,2DAY
C03366,Umbrella Industries,INV-TQFBEH9,2024-06-17,9304.24,2DAY
C98399,Wayne Group,INV-TQJV8OO,2024-07-04,6420.9,2DAY
C77726,Nimbus Holdings,INV-TQK9AHB,2024-05-27,3390.88,GROUND
C14175,Wayne Group,INV-TQQJGCB,2025-03-15,6415.62,2DAY
C16655,Hooli Co,INV-TQR5DJ2,2024-10-14,20331.38,EXPRESS
C94929,Green Co,INV-TQUCJHG,2025-07-01,4436.53,GROUND
C34523,Stark Enterprises,INV-TQUU24I,2025-01-03,4556.51,GROUND
C77726,Nimbus Holdings,INV-TR0JRRJ,2025-11-14,2781.8,GROUND
C92842,Tyrell Industries,INV-TR2KE5Q,2025-10-29,3777.02,GROUND
C47375,Vertex Partners,INV-TR31OWK,2025-12-27,17696.42,EXPRESS
C49018,Green Freight,INV-TRK4YZD,2024-02-26,1930.74,GROUND
C94736,Red Logistics,INV-TRKGBIG,2024-07-31,10114.25,FREIGHT
C98399,Wayne Group,INV-TRNHGE8,2024-02-19,5618.96,EXPRESS
C11386,Vector Llc,INV-TROLUMX,2025-11-06,1206.17,GROUND
C70464,Hooli Supply,INV-TRQE38V,2024-11-07,10900.74,EXPRESS
C43677,Apex Group,INV-TRR9EAL,2025-09-05,21295.77,FREIGHT
C94736,Red Logistics,INV-TRVVNG6,2024-02-11,7901.12,2DAY
C28306,Tyrell Llc,INV-TRYKUQ1,2024-05-06,4052.08,GROUND
C82971,Massive Co,INV-TS0YCVY,2025-01-08,15198.11,EXPRESS
C02145,Zenith Supply,INV-TS2W3OK,2024-10-02,5067.45,GROUND
C11386,Vector Llc,INV-TS4YD68,2024-09-10,2095.23,GROUND
C60889,Wonka Llc,INV-TSB04KA,2024-08-21,4576.68,GROUND
C98399,Wayne Group,INV-TSEHAHP,2024-04-26,5272.42,GROUND
C60889,Wonka Llc,INV-TSHF76K,2024-08-02,14351.5,EXPRESS
C64279,Green Logistics,INV-TSHIX5O,2025-01-30,4905.46,GROUND
C83948,Wayne Holdings,INV-TSVT7KZ,2024-03-02,1434.84,GROUND
C15978,Vector Freight,INV-TSZNU0Y,2025-08-13,2904.7,GROUND
C51553,Hooli Logistics,INV-TT0JJRW,2024-07-11,4972.44,2DAY
C35443,Nimbus Group,INV-TT0ZD24,2024-07-24,9278.69,EXPRESS
C11386,Vector Llc,INV-TT34547,2024-02-07,9479.29,2DAY
C10456,Blue Partners,INV-TT56XKT,2025-10-22,5058.94,GROUND
C81739,Massive Partners,INV-TT6EV9A,2025-05-21,8484.08,EXPRESS
C78191,Quantum Enterprises,INV-TTG1KPJ,2024-09-24,3537.46,2DAY
C35443,Nimbus Group,INV-TTJP1OM,2024-02-04,2075.59,2DAY
C83350,Stark Group,INV-TTP0YDY,2025-09-22,17480.04,EXPRESS
C94736,Red Logistics,INV-TTVZQ2D,2024-04-17,5899.16,EXPRESS
C33266,Hooli Enterprises,INV-TTW0ZEV,2025-01-26,32144.54,FREIGHT
C02145,Zenith Supply,INV-TU3IHOD,2024-06-25,6149.65,2DAY
C63096,Initech Freight,INV-TU3YS1N,2025-03-29,16578.16,EXPRESS
C47375,Vertex Partners,INV-TU4C0DN,2024-11-03,3704.59,GROUND
C92842,Tyrell Industries,INV-TU6QG6K,2024-12-05,26980.23,FREIGHT
C91097,Tyrell Freight,INV-TU73KKL,2025-02-07,3116.91,GROUND
C43677,Apex Group,INV-TU9JGJF,2025-10-18,41773.6,FREIGHT
C16655,Hooli Co,INV-TUBIO95,2025-12-23,11076.97,EXPRESS
C24911,Quantum Freight,INV-TUE9L4Q,2024-01-13,4306.72,GROUND
C64279,Green Logistics,INV-TUHAZQ0,2025-08-16,3636.84,GROUND
C14175,Wayne Group,INV-TUIR7RH,2025-03-02,8021.88,2DAY
C63096,Initech Freight,INV-TURGR2J,2024-02-21,2619.07,GROUND
C16180,Blue Enterprises,INV-TV0R19U,2025-04-01,3090.37,GROUND
C20405,Initech Supply,INV-TV8VA17,2024-08-13,5227.37,GROUND
C11386,Vector Llc,INV-TVEMBKL,2025-03-07,3527.0,GROUND
C70464,Hooli Supply,INV-TVGVU1C,2025-03-10,14672.87,FREIGHT
C15499,Zenith Holdings,INV-TVNE26S,2025-05-29,19981.06,EXPRESS
C92842,Tyrell Industries,INV-TVRFYBN,2025-09-04,18512.1,EXPRESS
C33266,Hooli Enterprises,INV-TVVKLR3,2025-02-13,12768.68,EXPRESS
C21531,Green Llc,INV-TVXPW1U,2024-10-09,14128.37,FREIGHT
C28306,Tyrell Llc,INV-TVYQ5CV,2025-01-27,6210.79,2DAY
C14637,Hooli Supply,INV-TVZ038N,2025-02-26,5138.93,2DAY
C02145,Zenith Supply,INV-TWFU4EK,2025-04-19,3662.01,GROUND
C63250,Vertex Supply,INV-TWGADWT,2025-02-25,2674.74,GROUND
C78191,Quantum Enterprises,INV-TWIVE5B,2025-06-23,5346.28,EXPRESS
C16180,Blue Enterprises,INV-TWV4V77,2024-10-02,1616.5,GROUND
C73720,Massive Llc,INV-TWVSSZ1,2024-05-21,4299.39,GROUND
C78191,Quantum Enterprises,INV-TWYYXSV,2025-07-19,4355.95,GROUND
C97785,Massive Supply,INV-TX1SP31,2024-11-05,2319.79,GROUND
C16180,Blue Enterprises,INV-TX4DLTF,2025-05-09,3613.39,2DAY
C10456,Blue Partners,INV-TX7RRGF,2024-08-29,3654.84,GROUND
C78191,Quantum Enterprises,INV-TXARJMD,2024-08-20,2643.0,GROUND
C14637,Hooli Supply,INV-TXBYQY8,2024-04-05,3617.66,GROUND
C82971,Massive Co,INV-TXEJX30,2024-12-27,5622.76,EXPRESS
C16655,Hooli Co,INV-TXHE2V2,2025-12-18,5960.31,2DAY
C77726,Nimbus Holdings,INV-TXT6LNB,2025-10-09,4820.62,GROUND
C14637,Hooli Supply,INV-TY09QQX,2025-08-15,2393.22,GROUND
C82971,Massive Co,INV-TYGZ91D,2024-10-25,11683.8,EXPRESS
C57382,Vector Logistics,INV-TYK1MMJ,2024-08-22,2900.28,2DAY
C60889,Wonka Llc,INV-TYTMKM4,2025-02-25,4049.22,2DAY
C92842,Tyrell Industries,INV-TYXS34A,2025-04-17,6376.4,2DAY
C72495,Umbrella Enterprises,INV-TZ9SFPU,2024-03-27,7712.4,EXPRESS
C03366,Umbrella Industries,INV-TZCB53F,2024-09-22,1802.24,GROUND
C17172,Apex Freight,INV-TZD6I3B,2025-08-23,29175.38,FREIGHT
C83350,Stark Group,INV-TZGIYLB,2025-04-07,17601.71,EXPRESS
C14175,Wayne Group,INV-TZNO8OV,2025-01-01,42907.03,FREIGHT
C33266,Hooli Enterprises,INV-TZRI25Y,2024-05-17,42651.79,FREIGHT
C92842,Tyrell Industries,INV-TZRNE41,2025-05-13,1993.98,GROUND
C91097,Tyrell Freight,INV-TZYNZV4,2025-11-22,7637.72,2DAY
C03366,Umbrella Industries,INV-U0CRN8F,2024-10-22,9982.51,2DAY
C83948,Wayne Holdings,INV-U0D065W,2025-07-12,3502.07,GROUND
C81739,Massive Partners,INV-U0WPSW6,2024-11-07,3810.99,GROUND
C57382,Vector Logistics,INV-U0ZD1PA,2025-04-25,2213.09,GROUND
C47375,Vertex Partners,INV-U17HOUG,2025-09-17,8733.6,EXPRESS
C63096,Initech Freight,INV-U1B1JXD,2024-12-14,11840.74,EXPRESS
C43677,Apex Group,INV-U1CX6Q4,2025-09-16,4341.62,GROUND
C72495,Umbrella Enterprises,INV-U1GS3XB,2024-03-25,1073.14,GROUND
C09581,Wonka Supply,INV-U1H2ROW,2025-11-27,23302.53,FREIGHT
C94736,Red Logistics,INV-U1SD3EW,2025-11-30,18194.16,EXPRESS
C87356,Zenith Logistics,INV-U1SKYCI,2024-01-20,3222.55,2DAY
C77726,Nimbus Holdings,INV-U1TAY8Y,2024-05-08,8613.3,EXPRESS
C15499,Zenith Holdings,INV-U1TI0E5,2025-12-06,18586.86,EXPRESS
C15978,Vector Freight,INV-U1VB5AC,2025-04-28,1802.37,GROUND
C51553,Hooli Logistics,INV-U1XMGUW,2025-11-22,2441.86,GROUND
C78191,Quantum Enterprises,INV-U27ED4E,2024-01-29,4877.84,2DAY
C63250,Vertex Supply,INV-U28F02D,2025-03-24,17147.82,EXPRESS
C33266,Hooli Enterprises,INV-U28PYVB,2025-10-27,1106.25,GROUND
C98399,Wayne Group,INV-U28R8P7,2024-06-27,2681.47,GROUND
C35443,Nimbus Group,INV-U2I681G,2025-05-31,4410.57,2DAY
C17172,Apex Freight,INV-U2KNXCI,2024-05-10,2811.84,GROUND
C63096,Initech Freight,INV-U2U5I64,2025-06-22,17329.18,EXPRESS
C92842,Tyrell Industries,INV-U322762,2024-03-18,16014.54,EXPRESS
C83948,Wayne Holdings,INV-U35PWG3,2025-10-13,15878.59,EXPRESS
C10456,Blue Partners,INV-U38YNX1,2024-03-29,3901.17,GROUND
C15499,Zenith Holdings,INV-U3AUNZ8,2024-02-08,2920.03,GROUND
C77577,Zenith Holdings,INV-U3BFC8Z,2024-07-19,1936.02,GROUND
C97785,Massive Supply,INV-U3DTPZS,2024-05-13,2084.5,GROUND
C63096,Initech Freight,INV-U3JV4D8,2024-11-23,1735.13,GROUND
C57382,Vector Logistics,INV-U3K1IBZ,2024-06-16,8828.79,2DAY
C81739,Massive Partners,INV-U3KZ3E5,2025-09-30,3085.87,GROUND
C84879,Umbrella Partners,INV-U3Q093B,2025-08-31,9724.82,2DAY
C25055,Stark Partners,INV-U3T05KQ,2024-03-25,20544.01,EXPRESS
C98399,Wayne Group,INV-U3WZT0Z,2025-03-30,3933.31,GROUND
C78191,Quantum Enterprises,INV-U3XAFPT,2024-08-23,6177.64,2DAY
C81739,Massive Partners,INV-U488PS0,2025-03-30,7227.18,EXPRESS
C97125,Blue Industries,INV-U4ADW2Z,2025-03-11,2233.54,GROUND
C10456,Blue Partners,INV-U4CM3YI,2024-03-06,6689.46,EXPRESS
C15978,Vector Freight,INV-U4FOOEI,2024-07-05,4781.68,GROUND
C81739,Massive Partners,INV-U4K6I1W,2024-06-06,4347.78,2DAY
C02145,Zenith Supply,INV-U4NFM8C,2024-04-01,4751.2,GROUND
C98399,Wayne Group,INV-U4PVS0Y,2025-11-19,3588.42,GROUND
C34523,Stark Enterprises,INV-U4SAKDI,2025-06-06,4634.4,GROUND
C14175,Wayne Group,INV-U4TDB56,2025-11-20,4260.27,GROUND
C92842,Tyrell Industries,INV-U503B9P,2024-09-14,32231.97,FREIGHT
C93089,Blue Supply,INV-U50JLV3,2025-09-14,8640.6,2DAY
C99892,Wayne Freight,INV-U5643L6,2025-07-22,6558.03,2DAY
C25055,Stark Partners,INV-U56OY88,2024-06-27,8619.75,EXPRESS
C60889,Wonka Llc,INV-U5APX57,2025-12-06,18360.28,EXPRESS
C94736,Red Logistics,INV-U5AWXMZ,2024-05-15,3210.53,2DAY
C64279,Green Logistics,INV-U5EKN2S,2025-07-08,2576.77,GROUND
C92842,Tyrell Industries,INV-U5KH8PK,2024-12-05,4049.86,GROUND
C29210,Massive Group,INV-U5PJNCR,2024-04-13,2442.18,GROUND
C63250,Vertex Supply,INV-U5TGZHT,2025-05-09,2581.9,GROUND
C72495,Umbrella Enterprises,INV-U5ZLME6,2025-06-12,7075.01,EXPRESS
C98672,Stark Freight,INV-U5ZLXN9,2025-04-08,40153.69,FREIGHT
C64279,Green Logistics,INV-U6B5GP3,2024-12-12,49673.2,FREIGHT
C29210,Massive Group,INV-U6GZRSN,2025-08-01,2947.82,GROUND
C64279,Green Logistics,INV-U6KCEWD,2024-06-12,3888.0,GROUND
C16655,Hooli Co,INV-U6LJQYN,2024-06-30,31189.89,FREIGHT
C56067,Hooli Logistics,INV-U6NEIBK,2024-05-04,1941.93,GROUND
C94929,Green Co,INV-U6VF7PB,2025-04-08,4282.63,GROUND
C98672,Stark Freight,INV-U6VQMPQ,2024-10-31,2841.22,GROUND
C63250,Vertex Supply,INV-U6XNUVS,2024-03-27,7887.36,EXPRESS
C21531,Green Llc,INV-U70JV2U,2024-12-17,2419.78,GROUND
C21531,Green Llc,INV-U71WGXG,2025-06-17,1815.44,GROUND
C82971,Massive Co,INV-U7802XT,2024-03-23,20577.08,FREIGHT
C64279,Green Logistics,INV-U7BIKDL,2024-01-19,16108.22,EXPRESS
C64279,Green Logistics,INV-U7C2Y4W,2025-07-04,2599.41,GROUND
C08929,Nimbus Industries,INV-U7CBQKA,2024-10-15,9600.34,EXPRESS
C86178,Massive Co,INV-U7COCHF,2024-07-12,18382.41,EXPRESS
C49018,Green Freight,INV-U7LRAHL,2025-10-02,3333.86,2DAY
C25055,Stark Partners,INV-U807LMN,2025-01-05,4813.9,2DAY
C51553,Hooli Logistics,INV-U85Y8GR,2024-09-18,4410.68,GROUND
C02145,Zenith Supply,INV-U888LU6,2024-11-04,3871.32,GROUND
C24911,Quantum Freight,INV-U8BLPAF,2025-05-15,13347.66,EXPRESS
C86029,Acme Industries,INV-U8CIBKI,2025-11-27,8884.0,EXPRESS
C33266,Hooli Enterprises,INV-U8KRYIB,2024-02-25,5211.8,GROUND
C15978,Vector Freight,INV-U8O4FUJ,2024-07-28,19333.93,EXPRESS
C97785,Massive Supply,INV-U8W7K66,2025-10-27,3930.7,GROUND
C16655,Hooli Co,INV-U8X0VGB,2025-05-27,2110.63,GROUND
C17172,Apex Freight,INV-U8Y4AHN,2024-08-26,4306.83,GROUND
C77726,Nimbus Holdings,INV-U8Y76Y4,2025-10-08,13094.43,EXPRESS
C86029,Acme Industries,INV-U983Y8C,2025-03-10,22538.02,FREIGHT
C24911,Quantum Freight,INV-U9AYXHR,2024-07-08,1669.39,GROUND
C92842,Tyrell Industries,INV-U9BANC8,2025-04-26,8010.42,EXPRESS
C64279,Green Logistics,INV-U9I33CV,2025-03-07,4249.46,GROUND
C10456,Blue Partners,INV-U9PR7UW,2025-08-21,14390.52,FREIGHT
C81739,Massive Partners,INV-U9PWROZ,2024-10-24,3080.42,GROUND
C82971,Massive Co,INV-U9QGLM9,2024-06-20,6966.38,EXPRESS
C97785,Massive Supply,INV-U9WP7J3,2025-01-17,41571.93,FREIGHT
C11386,Vector Llc,INV-UA92S1W,2024-11-21,3935.92,2DAY
C97125,Blue Industries,INV-UAELHOD,2024-02-16,2599.62,2DAY
C17754,Vector Co,INV-UAJHZOU,2024-02-27,11121.84,EXPRESS
C14175,Wayne Group,INV-UAR8VOZ,2025-10-21,5936.14,EXPRESS
C15499,Zenith Holdings,INV-UAUGLO3,2025-02-21,4024.2,GROUND
C03366,Umbrella Industries,INV-UAYVR0E,2025-04-12,5128.41,2DAY
C78191,Quantum Enterprises,INV-UB0K7HK,2025-05-29,2844.5,GROUND
C15499,Zenith Holdings,INV-UB2HWVF,2024-06-07,15051.56,EXPRESS
C11386,Vector Llc,INV-UB3B10H,2025-08-07,1437.47,GROUND
C15499,Zenith Holdings,INV-UB3T70E,2025-04-07,12376.54,EXPRESS
C33266,Hooli Enterprises,INV-UB4VZZE,2025-06-07,24025.11,FREIGHT
C20405,Initech Supply,INV-UBA1O8A,2024-02-18,2136.96,GROUND
C72495,Umbrella Enterprises,INV-UBA3M4G,2024-10-16,21284.0,EXPRESS
C51553,Hooli Logistics,INV-UBBRRK2,2024-03-12,1183.64,GROUND
C63096,Initech Freight,INV-UBJ92PA,2025-11-18,1874.27,GROUND
C08929,Nimbus Industries,INV-UBQAUF4,2025-04-13,20031.54,EXPRESS
C17754,Vector Co,INV-UC14O2V,2024-05-28,3515.02,GROUND
C97125,Blue Industries,INV-UC21XI0,2024-05-16,4602.32,GROUND
C93089,Blue Supply,INV-UC70UQO,2024-04-11,2973.19,2DAY
C24911,Quantum Freight,INV-UCE0SIY,2025-09-20,4011.23,GROUND
C97125,Blue Industries,INV-UCHPK9R,2025-09-08,3828.07,GROUND
C87356,Zenith Logistics,INV-UCJO7CU,2024-06-18,21084.84,FREIGHT
C82971,Massive Co,INV-UCK868S,2025-02-19,16765.42,EXPRESS
C99892,Wayne Freight,INV-UCQYZ6J,2025-10-19,1736.99,GROUND
C57382,Vector Logistics,INV-UCSPQUX,2025-12-17,18391.16,EXPRESS
C33266,Hooli Enterprises,INV-UCWTHIW,2025-02-20,6239.67,EXPRESS
C70464,Hooli Supply,INV-UD09MOZ,2024-12-27,9749.95,2DAY
C56067,Hooli Logistics,INV-UD0LCRZ,2025-12-10,2844.9,GROUND
C94929,Green Co,INV-UD1KJXN,2025-10-06,4183.78,2DAY
C03366,Umbrella Industries,INV-UD20OUP,2025-05-15,1691.39,GROUND
C97125,Blue Industries,INV-UD3KA94,2025-07-11,1118.75,GROUND
C14637,Hooli Supply,INV-UD9SOEV,2024-08-31,11962.46,EXPRESS
C15978,Vector Freight,INV-UDB4TXR,2025-01-09,3862.42,GROUND
C16180,Blue Enterprises,INV-UDE1B38,2025-08-09,7224.54,EXPRESS
C60889,Wonka Llc,INV-UDEA0D0,2025-11-23,2632.88,GROUND
C16180,Blue Enterprises,INV-UDF3J9W,2024-09-18,1685.15,GROUND
C21531,Green Llc,INV-UDK4QXC,2025-04-29,4532.9,GROUND
C16180,Blue Enterprises,INV-UDL4L0Q,2025-06-25,3864.95,GROUND
C09581,Wonka Supply,INV-UDNFWGJ,2024-10-17,9860.94,2DAY
C25055,Stark Partners,INV-UDRSIOY,2025-12-01,4719.11,GROUND
C33266,Hooli Enterprises,INV-UDS6OLI,2024-08-15,3287.94,GROUND
C98399,Wayne Group,INV-UDSY01H,2024-07-17,1147.6,GROUND
C14637,Hooli Supply,INV-UDTYS48,2025-09-12,2508.5,GROUND
C16180,Blue Enterprises,INV-UDVHGL8,2024-07-11,1457.32,GROUND
C77726,Nimbus Holdings,INV-UDY3N53,2025-12-29,2456.77,GROUND
C17172,Apex Freight,INV-UE0OH5B,2024-07-06,15400.15,FREIGHT
C73720,Massive Llc,INV-UE1GCCQ,2025-05-06,31986.61,FREIGHT
C03366,Umbrella Industries,INV-UE5YZDX,2025-03-06,4496.76,2DAY
C15978,Vector Freight,INV-UEBS49I,2024-08-15,4451.5,GROUND
C14637,Hooli Supply,INV-UEEQ8T8,2024-01-28,31705.27,FREIGHT
C73720,Massive Llc,INV-UEI0ERY,2024-03-25,4170.91,GROUND
C21531,Green Llc,INV-UEMV16N,2024-10-27,19729.04,EXPRESS
C82971,Massive Co,INV-UEU2TXR,2025-01-15,19254.0,EXPRESS
C17172,Apex Freight,INV-UEX6Y8U,2025-12-29,18662.7,EXPRESS
C22659,Tyrell Partners,INV-UF59S0S,2025-07-10,3135.59,GROUND
C21531,Green Llc,INV-UF6BXA1,2024-03-08,1700.12,GROUND
C87356,Zenith Logistics,INV-UF7I7HP,2024-11-09,1780.37,GROUND
C86178,Massive Co,INV-UF8PPEY,2024-09-29,1283.3,GROUND
C21531,Green Llc,INV-UF9VOVY,2024-05-20,2113.89,GROUND
C21531,Green Llc,INV-UFF2FXJ,2025-04-30,2920.77,GROUND
C25055,Stark Partners,INV-UFKV58O,2025-12-10,2489.19,GROUND
C94736,Red Logistics,INV-UFYL91P,2024-03-21,8999.65,2DAY
C17754,Vector Co,INV-UFYSAKZ,2025-05-11,5966.63,2DAY
C21531,Green Llc,INV-UG35CZW,2024-01-28,21438.32,EXPRESS
C21531,Green Llc,INV-UG9CZ0H,2025-05-27,2633.84,GROUND
C63250,Vertex Supply,INV-UGFSKGB,2025-06-10,3782.63,GROUND
C99892,Wayne Freight,INV-UGISG9J,2024-08-01,12664.28,EXPRESS
C20405,Initech Supply,INV-UGLYO3X,2025-02-20,3406.23,GROUND
C11386,Vector Llc,INV-UGNNFL8,2024-11-13,1848.13,GROUND
C17754,Vector Co,INV-UGNPUWD,2024-06-25,8228.16,2DAY
C29210,Massive Group,INV-UGWG05V,2024-10-02,7228.77,EXPRESS
C14175,Wayne Group,INV-UGXSZB5,2025-07-08,4473.89,GROUND
C72495,Umbrella Enterprises,INV-UGZSFBZ,2025-10-14,4099.63,GROUND
C63250,Vertex Supply,INV-UGZTI4Z,2025-06-19,1868.62,GROUND
C78191,Quantum Enterprises,INV-UH8ZGZI,2024-06-21,4001.37,GROUND
C03366,Umbrella Industries,INV-UHB9OX8,2024-04-05,1200.58,GROUND
C64279,Green Logistics,INV-UHBCGM1,2024-03-07,2687.4,GROUND
C20405,Initech Supply,INV-UHT5K53,2025-09-16,27372.6,FREIGHT
C78191,Quantum Enterprises,INV-UI3RM86,2025-12-10,5618.52,2DAY
