inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-B3MYJPV,C35443,12/10/2024,3604.44,0.0,3604.44,USD,GROUND
INV-U6XNUVS,C63250,03/27/2024,7303.11,584.25,7887.36,USD,EXPRESS
INV-SXZW42J,C80551,09/29/2024,1881.56,188.16,2069.72,USD,GROUND
INV-RWABSRA,C14175,08/10/2025,15249.81,762.49,16012.3,USD,EXPRESS
INV-7JP3FWZ,C14637,01/15/2025,8906.45,0.0,8906.45,USD,2DAY
INV-PJKIW3D,C73720,08/24/2024,6426.8,0.0,6426.8,USD,EXPRESS
INV-NXYYX96,C15499,07/05/2025,2084.07,166.73,2250.8,USD,GROUND
INV-FS25YCG,C14175,12/25/2024,1274.93,101.99,1376.92,USD,GROUND
INV-Z3FLZDB,C03366,05/28/2025,19868.25,1986.83,21855.08,USD,EXPRESS
INV-X0AG8EH,C60889,10/20/2024,17707.48,1770.75,19478.23,USD,EXPRESS
INV-NMD0SS6,C57382,06/24/2024,3423.34,0.0,3423.34,USD,GROUND
INV-89PHI04,C80551,07/23/2024,1920.94,96.05,2016.99,USD,GROUND
INV-5CQMTVR,C09581,10/19/2025,4138.61,413.86,4552.47,USD,GROUND
INV-R4CQOMR,C17754,09/13/2025,4545.47,363.64,4909.11,USD,GROUND
INV-0HHAVDI,C99808,06/29/2025,3626.67,290.13,3916.8,USD,GROUND
INV-70H1XBN,C77726,05/19/2024,1450.7,116.06,1566.76,USD,GROUND
INV-CEJY95Q,C16180,08/20/2025,13967.23,1396.72,15363.95,USD,EXPRESS
INV-8N2UAGA,C78191,04/03/2025,3771.07,377.11,4148.18,USD,GROUND
INV-8LGZSOI,C10456,09/06/2024,1378.87,0.0,1378.87,USD,GROUND
INV-34PTX9J,C17172,04/30/2024,18571.48,1857.15,20428.63,USD,EXPRESS
INV-OG1P3HX,C98399,10/19/2024,4392.22,0.0,4392.22,USD,GROUND
INV-9GPZSMX,C70464,08/22/2025,23255.97,1162.8,24418.77,USD,FREIGHT
INV-6C26I14,C64279,01/22/2024,18201.75,1456.14,19657.89,USD,EXPRESS
INV-UJS4XHY,C15978,09/23/2025,2580.01,206.4,2786.41,USD,GROUND
INV-OAUXF9Q,C97125,08/06/2025,11337.51,907.0,12244.51,USD,EXPRESS
INV-18YUYV2,C56067,11/25/2024,2905.03,290.5,3195.53,USD,GROUND
INV-6VJAKDN,C99808,05/29/2024,46675.31,2333.77,49009.08,USD,FREIGHT
INV-6PB4FF7,C14175,05/19/2024,5944.89,594.49,6539.38,USD,2DAY
INV-9U9Q1G7,C21531,11/18/2025,26878.28,0.0,26878.28,USD,FREIGHT
INV-3QP2BR3,C43677,03/04/2024,2024.65,202.47,2227.12,USD,2DAY
INV-9SPMPMG,C24911,02/11/2024,6895.47,0.0,6895.47,USD,EXPRESS
INV-C6QEDL8,C92842,01/09/2025,4456.17,356.49,4812.66,USD,GROUND
INV-1BMAU0O,C17754,06/11/2024,16656.01,832.8,17488.81,USD,EXPRESS
INV-CXL1GKX,C10456,04/22/2024,2517.99,201.44,2719.43,USD,GROUND
INV-GTNIK0A,C49018,04/18/2024,2347.44,117.37,2464.81,USD,GROUND
INV-Y1QT948,C63250,10/07/2025,6669.18,0.0,6669.18,USD,2DAY
INV-DOTIFLC,C02145,10/12/2024,15491.94,774.6,16266.54,USD,EXPRESS
INV-S8FCIHH,C77577,10/23/2025,3354.9,268.39,3623.29,USD,GROUND
INV-36A2MHT,C43677,09/10/2024,29587.08,0.0,29587.08,USD,FREIGHT
INV-UPENCFC,C25055,07/05/2025,4828.23,241.41,5069.64,USD,GROUND
INV-NEVQCKB,C64279,02/03/2025,2747.35,137.37,2884.72,USD,2DAY
INV-SGFXEEC,C57382,10/31/2025,3070.27,307.03,3377.3,USD,GROUND
INV-VJ79HMP,C57382,02/29/2024,2681.29,214.5,2895.79,USD,GROUND
INV-4LDXS77,C99808,01/16/2024,4701.03,235.05,4936.08,USD,GROUND
INV-HMK8VPX,C91097,01/30/2024,2628.25,262.82,2891.07,USD,GROUND
INV-4ERZAQN,C57382,01/04/2024,16146.39,0.0,16146.39,USD,EXPRESS
INV-EZM3O2R,C94736,04/17/2024,2911.65,291.17,3202.82,USD,GROUND
INV-XIMHFCN,C14175,10/02/2025,6240.4,312.02,6552.42,USD,EXPRESS
INV-RXFT13Y,C17172,04/09/2025,36245.23,3624.52,39869.75,USD,FREIGHT
INV-JMQLWV0,C02145,09/27/2024,1658.46,132.68,1791.14,USD,GROUND
INV-32YZNKO,C99892,05/01/2024,44292.41,4429.24,48721.65,USD,FREIGHT
INV-4L2A4N7,C47375,08/10/2024,29815.18,2385.21,32200.39,USD,FREIGHT
INV-H3P7PDC,C51553,12/25/2024,16135.05,1613.51,17748.56,USD,EXPRESS
INV-XGWBXMA,C77577,07/30/2025,7183.11,718.31,7901.42,USD,EXPRESS
INV-EY9N534,C91097,11/20/2024,2898.61,144.93,3043.54,USD,GROUND
INV-RF6VEA8,C73720,07/30/2025,13229.62,0.0,13229.62,USD,FREIGHT
INV-87BU5HL,C64279,10/01/2025,6550.42,327.52,6877.94,USD,EXPRESS
INV-K92VO7K,C78191,05/22/2025,4961.1,396.89,5357.99,USD,GROUND
INV-AJ2LH3S,C17754,03/29/2025,2749.74,137.49,2887.23,USD,GROUND
INV-TEVUAVJ,C28306,12/29/2024,29748.67,2974.87,32723.54,USD,FREIGHT
INV-R5FSTCK,C51553,03/18/2024,2861.64,228.93,3090.57,USD,GROUND
INV-OU6JOPH,C16655,07/31/2024,1829.28,146.34,1975.62,USD,GROUND
INV-V179SSW,C09581,10/10/2025,1114.61,111.46,1226.07,USD,GROUND
INV-CBK2425,C11386,05/17/2024,13369.88,668.49,14038.37,USD,EXPRESS
INV-KCC74IF,C99892,03/08/2024,1487.56,148.76,1636.32,USD,GROUND
INV-WV01PRT,C51553,05/07/2025,4017.93,200.9,4218.83,USD,GROUND
INV-BY3CFVX,C24911,09/09/2025,1532.7,122.62,1655.32,USD,GROUND
INV-V9Z0FMT,C16655,01/27/2025,13030.33,1303.03,14333.36,USD,EXPRESS
INV-7O3M02V,C77726,09/07/2024,4422.35,442.24,4864.59,USD,GROUND
INV-Z9BD7FJ,C82971,07/17/2024,7489.77,374.49,7864.26,USD,2DAY
INV-2OJCAXL,C03366,05/11/2024,4632.32,0.0,4632.32,USD,GROUND
INV-K5AYR8J,C86178,07/29/2024,1008.13,50.41,1058.54,USD,GROUND
INV-JL0VXLQ,C28306,01/04/2024,3873.72,0.0,3873.72,USD,GROUND
INV-OOPA2RZ,C17172,03/15/2024,26534.39,1326.72,27861.11,USD,FREIGHT
INV-TSEHAHP,C98399,04/26/2024,4881.87,390.55,5272.42,USD,GROUND
INV-UISF8P4,C86178,10/05/2025,13762.48,1376.25,15138.73,USD,EXPRESS
INV-C8T59RQ,C80551,07/05/2025,10613.02,1061.3,11674.32,USD,EXPRESS
INV-025ZZ75,C98399,09/13/2024,10615.03,849.2,11464.23,USD,EXPRESS
INV-75JYNHA,C83948,11/16/2025,8683.14,868.31,9551.45,USD,EXPRESS
INV-C442R28,C47375,02/27/2024,1164.22,116.42,1280.64,USD,GROUND
INV-MPFWBFQ,C08929,02/29/2024,23982.35,2398.24,26380.59,USD,FREIGHT
INV-F034M4D,C94736,12/02/2025,4456.74,356.54,4813.28,USD,2DAY
INV-D4VQJ1K,C87356,09/05/2024,8342.53,667.4,9009.93,USD,EXPRESS
INV-3VKUIJU,C17172,04/08/2025,44819.24,2240.96,47060.2,USD,FREIGHT
INV-SE3JGSZ,C17754,03/17/2025,4094.36,327.55,4421.91,USD,GROUND
INV-GDDJXC4,C57382,02/13/2024,2674.45,267.44,2941.89,USD,GROUND
INV-WQULAW5,C03366,03/18/2025,41823.8,2091.19,43914.99,USD,FREIGHT
INV-RTP7BHB,C93089,03/05/2025,43561.89,3484.95,47046.84,USD,FREIGHT
INV-XF43731,C83948,11/09/2025,10329.47,0.0,10329.47,USD,EXPRESS
INV-F6YNNL9,C87356,05/17/2024,3928.05,196.4,4124.45,USD,GROUND
INV-DJDDIRE,C86178,06/03/2025,46471.7,0.0,46471.7,USD,FREIGHT
INV-WUU4OIR,C99808,04/20/2024,10682.22,534.11,11216.33,USD,EXPRESS
INV-SZK611S,C25055,01/23/2024,10375.47,518.77,10894.24,USD,EXPRESS
INV-3PLML18,C34523,08/05/2025,2705.58,0.0,2705.58,USD,2DAY
INV-HK2O5QP,C15499,07/18/2025,4247.33,212.37,4459.7,USD,GROUND
INV-KY63U0V,C21531,12/27/2025,3997.66,319.81,4317.47,USD,GROUND
INV-U3DTPZS,C97785,05/13/2024,2084.5,0.0,2084.5,USD,GROUND
INV-ZAU9QZ5,C20405,02/10/2024,4432.16,354.57,4786.73,USD,GROUND
INV-UDY3N53,C77726,12/29/2025,2274.79,181.98,2456.77,USD,GROUND
INV-Y3B0DYP,C78191,11/21/2024,3210.24,256.82,3467.06,USD,GROUND
INV-R977A3G,C86029,05/26/2025,12548.79,1254.88,13803.67,USD,EXPRESS
INV-BWRHN3G,C73720,04/27/2024,11655.4,932.43,12587.83,USD,EXPRESS
INV-E890W6Q,C25055,03/12/2025,29577.76,1478.89,31056.65,USD,FREIGHT
INV-8LSP3A7,C73720,05/01/2024,4817.22,385.38,5202.6,USD,GROUND
INV-4RHW041,C77726,07/31/2024,34228.92,3422.89,37651.81,USD,FREIGHT
INV-A2H9I17,C16655,06/21/2025,5598.37,559.84,6158.21,USD,EXPRESS
INV-979WQ0U,C87356,03/04/2024,1905.35,152.43,2057.78,USD,GROUND
INV-4TM2K65,C51553,11/24/2024,48605.12,3888.41,52493.53,USD,FREIGHT
INV-VQMBJQN,C51553,11/07/2024,3131.56,156.58,3288.14,USD,GROUND
INV-LNAKEB3,C15978,09/30/2024,3926.93,0.0,3926.93,USD,GROUND
INV-TSHF76K,C60889,08/02/2024,14351.5,0.0,14351.5,USD,EXPRESS
INV-UK1S2LY,C82971,08/18/2025,3532.82,176.64,3709.46,USD,2DAY
INV-HDYUJZZ,C83350,12/17/2025,32200.9,2576.07,34776.97,USD,FREIGHT
INV-CEWS66K,C84879,01/28/2025,2136.1,213.61,2349.71,USD,2DAY
INV-DRLXBPL,C17172,03/12/2025,3667.08,183.35,3850.43,USD,GROUND
INV-RSM0Y9Q,C98672,02/05/2024,9747.24,0.0,9747.24,USD,2DAY
INV-EVZ9ZBJ,C17172,01/24/2025,2551.95,255.19,2807.14,USD,GROUND
INV-5BX6JGD,C84879,08/25/2024,9256.01,462.8,9718.81,USD,EXPRESS
INV-C9342OB,C97125,01/13/2025,7040.24,704.02,7744.26,USD,2DAY
INV-XD06ARY,C08929,05/19/2025,3485.08,0.0,3485.08,USD,GROUND
INV-6HIZC9N,C49018,11/08/2025,7327.08,732.71,8059.79,USD,EXPRESS
INV-86P7OY3,C81739,10/08/2025,13943.57,697.18,14640.75,USD,EXPRESS
INV-WS5LOK9,C60889,04/11/2025,4835.45,0.0,4835.45,USD,GROUND
INV-EEU0475,C97785,10/26/2024,11742.5,0.0,11742.5,USD,FREIGHT
INV-9XDLWH8,C70464,12/01/2025,3824.2,382.42,4206.62,USD,2DAY
INV-ASAL1TW,C86029,04/19/2025,4626.7,231.34,4858.04,USD,2DAY
INV-OQ9Z0HZ,C72495,01/16/2025,3519.93,351.99,3871.92,USD,GROUND
INV-FGZ3POP,C70464,10/03/2024,1636.58,130.93,1767.51,USD,GROUND
INV-VJ14FHJ,C11386,01/05/2024,2215.6,177.25,2392.85,USD,GROUND
INV-MMW8RJQ,C02145,10/02/2024,1115.55,111.56,1227.11,USD,GROUND
INV-CITARGN,C63250,04/18/2024,4266.02,213.3,4479.32,USD,GROUND
INV-M46OV7H,C08929,12/13/2025,1124.7,112.47,1237.17,USD,GROUND
INV-AIO8L7G,C82971,04/03/2024,1584.91,0.0,1584.91,USD,GROUND
INV-V20TYPJ,C47375,10/05/2025,8926.35,446.32,9372.67,USD,2DAY
INV-RI3NJYG,C51553,06/05/2024,17447.67,872.38,18320.05,USD,EXPRESS
INV-K0MBSFD,C94929,02/18/2024,40390.24,4039.02,44429.26,USD,FREIGHT
INV-FB1DNWJ,C15499,08/20/2024,8933.19,893.32,9826.51,USD,EXPRESS
INV-JHQGDC3,C14175,04/01/2024,40962.54,4096.25,45058.79,USD,FREIGHT
INV-JEOQ6ZQ,C17754,03/04/2025,4363.22,349.06,4712.28,USD,GROUND
INV-OOREKXD,C94736,11/06/2025,2114.34,0.0,2114.34,USD,GROUND
INV-QN382U6,C98672,08/16/2024,10129.34,506.47,10635.81,USD,EXPRESS
INV-ROOH1BL,C08929,07/04/2024,6849.82,684.98,7534.8,USD,EXPRESS
INV-WV4CVOW,C08929,07/06/2024,11510.38,0.0,11510.38,USD,EXPRESS
INV-V1TH0ZT,C15499,08/17/2024,3566.0,285.28,3851.28,USD,2DAY
INV-5U7DK42,C43677,01/22/2024,4606.52,230.33,4836.85,USD,GROUND
INV-32HD2RN,C35443,02/11/2025,5464.94,0.0,5464.94,USD,2DAY
INV-AO3TI70,C24911,03/27/2025,14446.24,1155.7,15601.94,USD,EXPRESS
INV-IIJHLCS,C92842,05/08/2024,4185.49,418.55,4604.04,USD,GROUND
INV-Y02JMSA,C24911,07/05/2025,40791.56,3263.32,44054.88,USD,FREIGHT
INV-SZP96DU,C34523,03/10/2024,4521.01,226.05,4747.06,USD,GROUND
INV-SQT0NHM,C24911,03/23/2025,24568.4,1965.47,26533.87,USD,FREIGHT
INV-KHGNQHB,C91097,03/15/2025,3452.81,0.0,3452.81,USD,GROUND
INV-1NEOZG2,C16180,10/31/2024,19475.83,1558.07,21033.9,USD,EXPRESS
INV-JX5DKIC,C49018,09/27/2025,19134.81,1913.48,21048.29,USD,EXPRESS
INV-SN2FJ1W,C22659,04/15/2024,8352.81,0.0,8352.81,USD,EXPRESS
INV-0Y0BTWS,C28306,07/25/2025,5108.99,408.72,5517.71,USD,EXPRESS
INV-EJB8YVB,C83350,06/03/2024,2384.63,0.0,2384.63,USD,GROUND
INV-W3VTE89,C94736,07/26/2025,8141.6,814.16,8955.76,USD,2DAY
INV-W3BWZA5,C80551,02/25/2025,14939.55,746.98,15686.53,USD,EXPRESS
INV-GZGTF2W,C94736,09/02/2025,20547.92,0.0,20547.92,USD,FREIGHT
INV-QG8MUR2,C29210,07/14/2024,1714.97,137.2,1852.17,USD,GROUND
INV-FKH5UUG,C49018,11/01/2025,1165.83,0.0,1165.83,USD,GROUND
INV-0QNIJG4,C14637,08/02/2025,14742.64,1474.26,16216.9,USD,FREIGHT
INV-UC70UQO,C93089,04/11/2024,2702.9,270.29,2973.19,USD,2DAY
INV-OGLFMHB,C20405,12/16/2025,2428.7,121.44,2550.14,USD,GROUND
INV-6SENBNC,C11386,05/13/2024,9649.92,771.99,10421.91,USD,EXPRESS
INV-WQKHOB5,C81739,11/12/2024,6960.16,348.01,7308.17,USD,2DAY
INV-AIWFXFL,C29210,06/12/2024,1760.68,88.03,1848.71,USD,GROUND
INV-N58WHPE,C77577,07/27/2024,18611.21,1861.12,20472.33,USD,EXPRESS
INV-Z3I5AWN,C83948,05/15/2024,1342.56,107.4,1449.96,USD,GROUND
INV-SZOJK18,C97785,10/03/2024,19862.12,1588.97,21451.09,USD,EXPRESS
INV-OINX2FA,C86029,05/27/2025,3266.76,163.34,3430.1,USD,GROUND
INV-04MK8E1,C72495,12/25/2025,4569.07,228.45,4797.52,USD,GROUND
INV-V1G9TZY,C92842,10/18/2024,14075.77,703.79,14779.56,USD,EXPRESS
INV-0LZ7C9C,C56067,02/14/2024,5668.99,0.0,5668.99,USD,EXPRESS
INV-4B5FOL2,C03366,02/20/2024,17674.7,1413.98,19088.68,USD,EXPRESS
INV-FM447G3,C99892,02/22/2025,1675.7,167.57,1843.27,USD,GROUND
INV-0178SW6,C70464,12/18/2025,4284.73,214.24,4498.97,USD,GROUND
INV-1DAE6TN,C20405,07/29/2024,1610.8,128.86,1739.66,USD,GROUND
INV-AW0AWMV,C82971,03/26/2024,1868.61,186.86,2055.47,USD,GROUND
INV-DNZPGFG,C81739,11/30/2024,3039.24,151.96,3191.2,USD,GROUND
INV-V5QC9IH,C56067,09/26/2025,2183.29,174.66,2357.95,USD,GROUND
INV-HMS67B5,C80551,05/07/2025,5419.43,0.0,5419.43,USD,2DAY
INV-XZZWYM4,C84879,11/17/2024,19182.49,0.0,19182.49,USD,EXPRESS
INV-MQPA0CF,C77577,12/03/2024,4669.29,373.54,5042.83,USD,GROUND
INV-KPR42U8,C57382,01/25/2025,4634.94,370.8,5005.74,USD,GROUND
INV-P95H1ID,C93089,10/17/2025,37590.12,3759.01,41349.13,USD,FREIGHT
INV-PO0R8UY,C47375,03/16/2024,2227.86,111.39,2339.25,USD,GROUND
INV-59HL5EQ,C93089,04/16/2024,3339.4,333.94,3673.34,USD,GROUND
INV-G0CITBU,C02145,03/29/2025,4894.81,489.48,5384.29,USD,GROUND
INV-EUMF4MZ,C43677,12/07/2024,1568.31,78.42,1646.73,USD,GROUND
INV-UXVVTG9,C77577,11/09/2024,5342.44,0.0,5342.44,USD,2DAY
INV-7XETJGE,C78191,02/16/2024,3103.65,0.0,3103.65,USD,GROUND
INV-I942187,C16655,09/04/2024,1078.86,107.89,1186.75,USD,GROUND
INV-BD3RJOK,C87356,07/11/2025,3536.37,353.64,3890.01,USD,GROUND
INV-YD31CDT,C57382,05/14/2025,3275.16,0.0,3275.16,USD,2DAY
INV-RZYMIBX,C92842,06/28/2025,49601.17,3968.09,53569.26,USD,FREIGHT
INV-SDREHHZ,C81739,12/16/2025,1423.82,113.91,1537.73,USD,GROUND
INV-KWODPTP,C22659,07/19/2025,2872.61,229.81,3102.42,USD,GROUND
INV-3GJTH5R,C03366,11/12/2025,1503.17,120.25,1623.42,USD,GROUND
INV-JRT3NPT,C93089,09/27/2024,1899.82,94.99,1994.81,USD,GROUND
INV-PRHRH5S,C63096,05/24/2025,4823.54,241.18,5064.72,USD,GROUND
INV-BM2FIU4,C03366,12/04/2025,11609.06,1160.91,12769.97,USD,EXPRESS
INV-D47ZK7Q,C80551,02/22/2024,2054.15,102.71,2156.86,USD,GROUND
INV-ZQBQE0K,C03366,04/23/2025,2557.7,127.88,2685.58,USD,2DAY
INV-9RRG5DI,C94929,03/24/2024,11806.91,944.55,12751.46,USD,EXPRESS
INV-ETG731A,C35443,05/05/2025,4549.82,363.99,4913.81,USD,GROUND
INV-IJALAIY,C57382,08/29/2024,2761.17,138.06,2899.23,USD,GROUND
INV-GMIK7ES,C34523,09/26/2024,4570.49,0.0,4570.49,USD,GROUND
INV-Y5Z3SIL,C43677,09/13/2024,2190.1,175.21,2365.31,USD,GROUND
INV-JA2JR5J,C72495,11/03/2025,2614.23,261.42,2875.65,USD,GROUND
INV-89ERGPM,C15499,12/26/2024,19550.73,1564.06,21114.79,USD,EXPRESS
INV-2I8X3R5,C28306,05/20/2024,10338.91,0.0,10338.91,USD,EXPRESS
INV-UP3ZI2G,C34523,12/14/2024,4775.96,382.08,5158.04,USD,GROUND
INV-TUBIO95,C16655,12/23/2025,10069.97,1007.0,11076.97,USD,EXPRESS
INV-UY3WPEZ,C70464,04/08/2024,2183.97,218.4,2402.37,USD,GROUND
INV-BEA5IM1,C10456,04/03/2024,2668.36,133.42,2801.78,USD,GROUND
INV-WTVHLXH,C33266,01/09/2024,2149.85,0.0,2149.85,USD,GROUND
INV-S8FNWSE,C83948,12/26/2024,4411.13,0.0,4411.13,USD,GROUND
INV-FF5SCZK,C47375,05/04/2025,2490.8,199.26,2690.06,USD,GROUND
INV-FMXAI36,C87356,12/28/2024,3221.69,161.08,3382.77,USD,GROUND
INV-ZAJUNL8,C29210,12/23/2024,4847.39,242.37,5089.76,USD,GROUND
INV-TYK1MMJ,C57382,08/22/2024,2685.44,214.84,2900.28,USD,2DAY
INV-R1GPI7C,C84879,09/14/2024,14862.82,0.0,14862.82,USD,EXPRESS
INV-VJX9LV9,C20405,07/10/2025,1426.29,142.63,1568.92,USD,GROUND
INV-WFU65O5,C77726,01/11/2024,5806.86,0.0,5806.86,USD,EXPRESS
INV-VU6BFMS,C99892,07/31/2025,7057.72,705.77,7763.49,USD,2DAY
INV-OUEM5AL,C63096,04/01/2024,3103.75,248.3,3352.05,USD,GROUND
INV-AO00PHH,C47375,09/24/2025,3339.83,333.98,3673.81,USD,GROUND
INV-56UJGHH,C28306,01/12/2025,3687.95,295.04,3982.99,USD,GROUND
INV-FSL2AIM,C35443,07/03/2025,10515.9,1051.59,11567.49,USD,EXPRESS
INV-J6UI05U,C16655,11/01/2025,25844.7,1292.24,27136.94,USD,FREIGHT
INV-P1MU7X5,C72495,07/24/2024,2028.96,101.45,2130.41,USD,GROUND
INV-VN2Y39J,C99892,06/23/2025,2178.07,217.81,2395.88,USD,GROUND
INV-50FKTHS,C11386,10/08/2024,4709.48,376.76,5086.24,USD,GROUND
INV-738TJT8,C86029,12/22/2025,1000.61,0.0,1000.61,USD,GROUND
INV-8ANT8IE,C16180,09/05/2024,8399.54,0.0,8399.54,USD,2DAY
INV-GTQBW78,C98399,05/03/2024,2321.93,116.1,2438.03,USD,GROUND
INV-DR1INOM,C02145,08/13/2025,37988.04,0.0,37988.04,USD,FREIGHT
INV-2DX162F,C86178,05/26/2024,7124.63,712.46,7837.09,USD,EXPRESS
INV-9INUDRX,C70464,05/03/2025,4764.31,476.43,5240.74,USD,GROUND
INV-V0M43XB,C83350,12/18/2025,4204.59,420.46,4625.05,USD,GROUND
INV-3532VST,C24911,07/29/2024,14283.76,0.0,14283.76,USD,EXPRESS
INV-4TPGOR1,C73720,10/06/2024,2878.61,0.0,2878.61,USD,GROUND
INV-K80JU03,C63096,05/23/2025,3133.29,156.66,3289.95,USD,GROUND
INV-DQPD05H,C25055,10/10/2024,12128.91,0.0,12128.91,USD,EXPRESS
INV-QQ64TOF,C91097,05/28/2025,2990.19,0.0,2990.19,USD,GROUND
INV-QXYGLQN,C84879,04/05/2024,4432.37,354.59,4786.96,USD,GROUND
INV-P44VKIH,C16655,09/21/2025,5546.95,443.76,5990.71,USD,2DAY
INV-YQ8FQ11,C28306,07/23/2024,13584.95,0.0,13584.95,USD,EXPRESS
INV-4CA100K,C94736,07/15/2025,8121.5,649.72,8771.22,USD,2DAY
INV-7373BP5,C16180,09/25/2024,25941.02,2594.1,28535.12,USD,FREIGHT
INV-U2U5I64,C63096,06/22/2025,15753.8,1575.38,17329.18,USD,EXPRESS
INV-ZY9FUA1,C14637,11/29/2025,17369.91,1736.99,19106.9,USD,FREIGHT
INV-ILL25D8,C16180,04/19/2025,4910.71,392.86,5303.57,USD,2DAY
INV-EUND6F9,C08929,10/04/2025,3147.99,251.84,3399.83,USD,GROUND
INV-2LMJDPJ,C91097,07/14/2025,13199.64,659.98,13859.62,USD,EXPRESS
INV-UL5K2ZH,C57382,12/04/2025,3113.66,311.37,3425.03,USD,GROUND
INV-X033BQF,C91097,07/08/2025,1786.56,89.33,1875.89,USD,GROUND
INV-U9PR7UW,C10456,08/21/2025,13324.56,1065.96,14390.52,USD,FREIGHT
INV-K2M0H3P,C77577,04/05/2025,1423.06,142.31,1565.37,USD,GROUND
INV-NRKA2NG,C83948,05/29/2025,4430.49,0.0,4430.49,USD,2DAY
INV-IOAU71M,C94736,12/24/2024,2254.6,112.73,2367.33,USD,GROUND
INV-N8J4YGI,C14637,12/12/2024,1360.48,108.84,1469.32,USD,GROUND
INV-6TBFVYS,C99808,02/05/2025,6696.98,669.7,7366.68,USD,EXPRESS
INV-SYR0F35,C16655,11/28/2025,1217.11,0.0,1217.11,USD,GROUND
INV-4DUBWLL,C82971,10/02/2025,5967.2,596.72,6563.92,USD,2DAY
INV-ALHFDAX,C72495,01/23/2025,4234.84,423.48,4658.32,USD,GROUND
INV-LDYREU2,C99808,12/19/2024,4707.04,376.56,5083.6,USD,GROUND
INV-OJVB15Z,C91097,12/06/2025,34807.69,0.0,34807.69,USD,FREIGHT
INV-CRGBCYN,C86029,08/21/2024,3988.19,319.06,4307.25,USD,GROUND
INV-8PT07AO,C03366,01/18/2024,22567.77,1128.39,23696.16,USD,FREIGHT
INV-G0V69L2,C82971,12/05/2024,7727.44,772.74,8500.18,USD,EXPRESS
INV-UX11PMM,C22659,08/01/2025,1371.45,68.57,1440.02,USD,GROUND
INV-MNHGW5Z,C86178,01/27/2024,7181.66,574.53,7756.19,USD,2DAY
INV-5IX21IT,C94929,09/20/2025,2392.65,239.27,2631.92,USD,GROUND
INV-ARVRX4Y,C47375,04/26/2025,15079.88,1206.39,16286.27,USD,FREIGHT
INV-88M9KZP,C49018,12/30/2025,4534.5,0.0,4534.5,USD,GROUND
INV-PT1QZJK,C10456,02/27/2024,3331.03,0.0,3331.03,USD,GROUND
INV-8C5CJF4,C16655,02/16/2025,1897.23,0.0,1897.23,USD,GROUND
INV-12HQWI7,C78191,03/31/2025,4871.24,243.56,5114.8,USD,GROUND
INV-2K6A36J,C63250,08/14/2024,40577.27,3246.18,43823.45,USD,FREIGHT
INV-8CN2T8E,C11386,11/06/2025,2129.1,212.91,2342.01,USD,GROUND
INV-AT06MWD,C87356,12/09/2025,6285.06,628.51,6913.57,USD,EXPRESS
INV-WK6I6XS,C14175,03/09/2025,8697.76,695.82,9393.58,USD,EXPRESS
INV-EOZK53V,C78191,08/12/2024,5276.88,0.0,5276.88,USD,2DAY
INV-N1MGM83,C86029,12/16/2024,14009.52,1400.95,15410.47,USD,EXPRESS
INV-0BWTQ5T,C81739,03/07/2024,3241.73,0.0,3241.73,USD,GROUND
INV-9NXXB5K,C56067,10/28/2025,42748.07,0.0,42748.07,USD,FREIGHT
INV-K3Z2KO4,C56067,12/31/2024,2688.34,0.0,2688.34,USD,GROUND
INV-41LTWUE,C49018,03/26/2025,46815.06,4681.51,51496.57,USD,FREIGHT
INV-BKS8UMK,C16655,12/06/2024,2166.3,0.0,2166.3,USD,GROUND
INV-0NL467M,C16180,09/22/2024,1558.42,0.0,1558.42,USD,GROUND
INV-CNOTVXS,C99892,12/25/2024,2500.63,250.06,2750.69,USD,GROUND
INV-4LTKZY0,C47375,06/30/2025,13968.0,1117.44,15085.44,USD,EXPRESS
INV-EO1ZWN8,C21531,01/15/2024,16563.83,0.0,16563.83,USD,EXPRESS
INV-E89A990,C72495,04/20/2025,4618.44,230.92,4849.36,USD,GROUND
INV-FWRXMYI,C87356,03/23/2025,3907.33,390.73,4298.06,USD,GROUND
INV-NJOUK3P,C16180,10/06/2025,7024.7,561.98,7586.68,USD,EXPRESS
INV-OMBJU00,C63096,02/29/2024,2094.66,167.57,2262.23,USD,GROUND
INV-IBI1HLH,C86178,07/15/2025,37172.73,0.0,37172.73,USD,FREIGHT
INV-RHKVOOO,C16655,05/03/2025,1186.14,118.61,1304.75,USD,GROUND
INV-VEBYX62,C21531,05/06/2024,2566.11,256.61,2822.72,USD,GROUND
INV-ESUYT9U,C02145,07/07/2025,10146.18,507.31,10653.49,USD,EXPRESS
INV-C8NX6SI,C77577,06/05/2024,13046.08,1043.69,14089.77,USD,FREIGHT
INV-P9NU7VT,C77726,08/08/2024,22475.57,1123.78,23599.35,USD,FREIGHT
INV-ZA1TCU5,C83350,05/25/2025,13088.18,1308.82,14397.0,USD,EXPRESS
INV-WGS7PCG,C47375,08/16/2025,11720.35,586.02,12306.37,USD,EXPRESS
INV-BY4ZSBK,C94929,06/24/2024,17135.77,0.0,17135.77,USD,EXPRESS
INV-K7D607Z,C15499,05/17/2025,3746.36,299.71,4046.07,USD,2DAY
INV-7I6VM4T,C91097,09/25/2025,5331.22,533.12,5864.34,USD,EXPRESS
INV-G8O7QZX,C09581,03/16/2025,8989.04,0.0,8989.04,USD,2DAY
