invoice_id,client_id,invoice_date,amount,currency,shipment_type
INV-I218P5L,C22659,2025-05-05,38767.96,USD,FREIGHT
INV-7YWOMZ5,C78191,25-May-2024,18419.02,USD,EXPRESS
INV-DK0N6NK,C28306,"Sep 18, 2024",4917.61,USD,GROUND
INV-GWUSMGL,C72495,10/09/2024,6412.01,USD,EXPRESS
INV-BECL82R,C20405,"Feb 19, 2024",9791.86,USD,EXPRESS
INV-GH7HRKG,C64279,"Jul 16, 2025",2521.63,USD,GROUND
INV-L7RGXTV,C29210,"Sep 21, 2025",2259.4,USD,GROUND
INV-D657LG5,C91097,2025-03-22,6017.25,USD,2DAY
INV-CHGNE12,C33266,03-Oct-2025,3272.84,USD,GROUND
INV-YUKR21S,C17754,2025/07/11,32332.33,USD,FREIGHT
INV-MLIXQ3T,C64279,2024/01/06,3091.21,USD,GROUND
INV-C1O9SYF,C16180,2024/04/08,1699.48,USD,GROUND
INV-8YWK8L9,C08929,"Aug 10, 2024",48004.58,USD,FREIGHT
INV-H4L6AUC,C60889,05-Jul-2025,3305.09,USD,GROUND
INV-U9QGLM9,C82971,2024/06/20,6634.65,USD,EXPRESS
INV-GQU87J6,C73720,2025-08-10,1159.5,USD,GROUND
INV-ID8LUOS,C98672,"Apr 30, 2025",1506.94,USD,GROUND
INV-IU4REBX,C29210,19-Mar-2024,4000.56,USD,GROUND
INV-G3TV18L,C10456,29-Jan-2025,4278.03,USD,GROUND
INV-N8EDV6Z,C72495,2024-11-09,10007.13,USD,EXPRESS
INV-LNUNKJ4,C77577,2025/04/20,9106.85,USD,EXPRESS
INV-7VWXC05,C92842,"Mar 02, 2024",13411.55,USD,EXPRESS
INV-E0FWLMI,C98399,"Dec 18, 2024",4153.78,USD,2DAY
INV-686818P,C94929,"Sep 11, 2024",11921.81,USD,EXPRESS
INV-WVXG507,C20405,2025-04-16,4589.97,USD,GROUND
INV-903UHPN,C94929,2024/08/15,9894.65,USD,2DAY
INV-YEOI70J,C70464,"Aug 20, 2025",1898.42,USD,GROUND
INV-GJ87JOK,C83948,08/31/2024,16949.03,USD,FREIGHT
INV-GURUQJ9,C77726,2025-07-28,1563.33,USD,GROUND
INV-11PZJST,C34523,2025/03/18,1653.93,USD,GROUND
INV-LZN9NYH,C16655,2024/02/14,7986.75,USD,2DAY
INV-OFVX4TM,C97785,24-Mar-2024,9662.94,USD,EXPRESS
INV-SU1MQFW,C43677,15-Aug-2024,10845.85,USD,EXPRESS
INV-KD0IWRT,C98399,2025-02-12,3715.76,USD,GROUND
INV-1ZWERDE,C02145,2024-07-01,4092.13,USD,GROUND
INV-4Z3C1MM,C86178,"Jul 01, 2024",18646.95,USD,EXPRESS
INV-8PR8X5T,C80551,2024/02/26,9491.35,USD,2DAY
INV-YWYQ04O,C60889,07/05/2024,7757.24,USD,2DAY
INV-MRWPMXV,C82971,10/03/2024,2279.23,USD,GROUND
INV-184DF6K,C80551,"Jan 24, 2025",18753.1,USD,EXPRESS
INV-HT1WF3W,C16655,"Jan 03, 2024",4803.52,USD,GROUND
INV-IKWDH66,C15499,09/30/2024,9561.7,USD,EXPRESS
INV-3K9W3YA,C57382,18-Nov-2025,1947.49,USD,GROUND
INV-W72SQI5,C91097,2025-07-23,4034.13,USD,GROUND
INV-WAVAXO8,C35443,24-Apr-2025,6582.02,USD,2DAY
INV-72NYCSC,C82971,2025/07/07,9666.12,USD,2DAY
INV-L5WGZWA,C25055,2025-10-21,6211.98,USD,2DAY
INV-A4N7QU7,C63250,2024/09/10,1902.56,USD,GROUND
INV-T1C54EL,C02145,"Jan 15, 2025",40709.69,USD,FREIGHT
INV-EQQIP7Y,C82971,2024-10-11,1152.99,USD,GROUND
INV-9V741ZV,C70464,27-Sep-2025,17339.96,USD,FREIGHT
INV-11N80Y9,C47375,10/25/2024,5465.4,USD,2DAY
INV-AYMXTMU,C02145,17-Oct-2024,13572.16,USD,EXPRESS
INV-OYSVDUM,C81739,09/16/2025,1139.15,USD,GROUND
INV-G5SF8GA,C72495,02/09/2024,1368.41,USD,GROUND
INV-5MCMZQ6,C98399,01-Oct-2024,1459.58,USD,GROUND
INV-IJ8GGT1,C73720,2024/06/10,26559.74,USD,FREIGHT
INV-GZQDJVB,C10456,2025/03/19,10210.58,USD,EXPRESS
INV-KAFCV9P,C21531,28-Dec-2025,3347.19,USD,GROUND
INV-6BVVU4F,C98399,"Mar 04, 2025",2844.5,USD,GROUND
INV-ZDGI29A,C77726,"Sep 19, 2025",16116.96,USD,EXPRESS
INV-O47YXWB,C34523,12/05/2024,4093.47,USD,GROUND
INV-TFLVDTS,C83948,"Sep 08, 2025",7321.57,USD,EXPRESS
INV-THX9YUZ,C72495,10-Aug-2024,4863.94,USD,GROUND
INV-AJ6MDW7,C22659,2025/02/01,3969.02,USD,GROUND
INV-DF331T4,C15978,2025/05/08,9315.36,USD,2DAY
INV-DCRMFUK,C14175,"Nov 08, 2024",8246.53,USD,EXPRESS
INV-BNNJTXZ,C92842,2025/10/31,3359.65,USD,2DAY
INV-HB7DZL7,C51553,2025/05/20,3137.9,USD,GROUND
INV-5BR14HG,C64279,2024-08-08,3891.54,USD,GROUND
INV-SEPJMLP,C97785,14-Aug-2024,30106.07,USD,FREIGHT
INV-CVZIZN0,C77726,09/03/2025,7305.38,USD,2DAY
INV-R69ST08,C73720,2025/09/02,6139.0,USD,2DAY
INV-EHCWG7J,C63096,2024/05/20,2302.04,USD,GROUND
INV-JWBZ81E,C77726,2025/09/21,12987.92,USD,EXPRESS
INV-EONTCC3,C15499,"Feb 03, 2024",13151.76,USD,FREIGHT
INV-SQ6TCSW,C77726,2025/03/01,9402.96,USD,2DAY
INV-QO0KSGH,C17172,2025-05-29,1865.64,USD,GROUND
INV-Y6KDW66,C78191,06-May-2024,1218.15,USD,GROUND
INV-9LQ6WX3,C22659,"Oct 24, 2024",4201.92,USD,GROUND
INV-RHD9MGB,C99808,2024/12/19,15239.93,USD,EXPRESS
INV-6Q2WOSD,C92842,2025/03/23,8101.26,USD,EXPRESS
INV-C28HZ5M,C47375,06/26/2024,46714.01,USD,FREIGHT
INV-B0U8S8D,C77577,2024-02-17,29293.21,USD,FREIGHT
INV-K5U9Q3D,C15978,"Mar 11, 2024",2795.32,USD,GROUND
INV-6UONHQI,C15499,2025/03/25,14538.39,USD,FREIGHT
INV-8YDVROO,C24911,"Dec 17, 2025",4267.04,USD,GROUND
INV-VZ8ZCXW,C33266,2024/10/30,4694.82,USD,GROUND
INV-LEG23BO,C99892,2025/01/24,18396.92,USD,EXPRESS
INV-FFCMMGJ,C10456,2025-08-21,4145.04,USD,GROUND
INV-PQSP0HD,C09581,2024/04/10,2509.97,USD,GROUND
INV-TUIR7RH,C14175,03/02/2025,8021.88,USD,2DAY
INV-L76R5V6,C97785,31-May-2024,4756.87,USD,GROUND
INV-7W40994,C98399,2024-05-28,1873.54,USD,GROUND
INV-EPOQBM1,C16655,08/03/2024,4570.65,USD,GROUND
INV-CO3N6IJ,C94929,2025-05-24,9652.08,USD,2DAY
INV-6G5V134,C84879,2025/02/12,4257.96,USD,GROUND
INV-LAM7AFX,C91097,07-Oct-2025,1181.73,USD,GROUND
INV-0M7BM5L,C08929,02-Aug-2025,9918.35,USD,EXPRESS
INV-UY92PZ9,C81739,2025-11-06,1637.24,USD,GROUND
INV-KV79RLQ,C28306,"Apr 21, 2025",7329.53,USD,EXPRESS
INV-S9XN4F3,C64279,2024-10-21,38587.72,USD,FREIGHT
INV-AY2GDBE,C98672,05/01/2024,4609.51,USD,GROUND
INV-69GP6PA,C16655,11/09/2024,7182.84,USD,2DAY
INV-3OTVM3E,C70464,12/18/2025,3595.41,USD,GROUND
INV-KP6DRG0,C47375,2024-05-16,1458.14,USD,GROUND
INV-MIE0P6F,C14637,2024/06/11,8326.06,USD,EXPRESS
INV-HNWCCNM,C47375,22-Aug-2025,3161.22,USD,GROUND
INV-D4G5WY5,C24911,08/03/2024,2053.04,USD,GROUND
INV-ITHHD53,C25055,02/19/2024,12252.43,USD,EXPRESS
INV-6MNXF5L,C24911,"Dec 19, 2024",1237.89,USD,GROUND
INV-C1UL5UE,C57382,01/26/2025,8871.62,USD,EXPRESS
INV-QXK9LUW,C16180,2024/12/08,35213.39,USD,FREIGHT
INV-M4RULD0,C82971,12/16/2024,1170.24,USD,GROUND
INV-0T57QLK,C97125,2024/02/02,1153.87,USD,GROUND
INV-GZ4DKXM,C17172,01/07/2024,4582.78,USD,GROUND
INV-7YKABHL,C94929,2024-02-01,4754.25,USD,GROUND
INV-C8ONDB7,C63250,2024/08/08,16101.85,USD,EXPRESS
INV-369BR4I,C83350,15-Feb-2025,7861.97,USD,EXPRESS
INV-TQUU24I,C34523,"Jan 03, 2025",4339.53,USD,GROUND
INV-3224RCR,C93089,2024/06/30,11825.85,USD,FREIGHT
INV-R4MB2YL,C99892,19-Aug-2025,19322.01,USD,FREIGHT
INV-KS9OSG1,C17754,01-Jun-2024,4146.31,USD,GROUND
INV-X0J7YGJ,C72495,29-Jan-2025,4409.3,USD,GROUND
INV-61FTNWH,C99892,2025-11-27,3046.02,USD,GROUND
INV-JXL4HZU,C78191,10/26/2025,2648.73,USD,GROUND
INV-8FZI32Q,C98672,2024/12/02,15678.01,USD,EXPRESS
INV-5LZRB84,C24911,"Aug 10, 2025",15233.98,USD,EXPRESS
INV-9TV5TDB,C03366,09-Aug-2024,2332.7,USD,GROUND
INV-2XP5RDS,C60889,"Mar 30, 2025",12793.25,USD,EXPRESS
INV-UQ3TJT3,C80551,27-Dec-2025,15437.62,USD,FREIGHT
INV-L0FR6C5,C08929,2025/03/23,1409.29,USD,GROUND
INV-G1U7TVM,C28306,21-Aug-2025,4362.33,USD,2DAY
INV-C0UPWYV,C56067,2025-08-05,6530.54,USD,EXPRESS
INV-4QCR0R4,C49018,04/06/2024,2587.98,USD,GROUND
INV-XBEKBE3,C93089,2024/04/10,8078.16,USD,EXPRESS
INV-5K75U25,C60889,"Jul 28, 2024",4863.17,USD,GROUND
INV-M9NHBOA,C72495,2024-12-11,3232.77,USD,GROUND
INV-EUXQMMO,C24911,"Nov 01, 2025",21783.96,USD,FREIGHT
INV-36GKDKQ,C15978,2025/05/11,1520.6,USD,GROUND
INV-RZRBYK8,C63250,2024-03-19,4763.33,USD,GROUND
INV-25NIUUZ,C15978,2024/12/18,3602.29,USD,GROUND
INV-GP6D8T6,C97785,08/18/2024,49697.93,USD,FREIGHT
INV-WCIDGQQ,C28306,2025-10-17,5202.17,USD,EXPRESS
INV-I9NI331,C98399,10/15/2024,5857.68,USD,EXPRESS
INV-3IIZYVG,C80551,2025-01-06,3301.89,USD,GROUND
INV-CD2J218,C91097,26-Oct-2024,3395.79,USD,GROUND
INV-W49FF90,C14175,"May 22, 2024",4843.02,USD,GROUND
INV-JNUB3LP,C09581,12/22/2024,1860.32,USD,GROUND
INV-P22355U,C60889,09/27/2025,2601.66,USD,GROUND
INV-UB4VZZE,C33266,"Jun 07, 2025",22881.06,USD,FREIGHT
INV-1KHWFVA,C35443,"Jan 27, 2024",2914.21,USD,2DAY
INV-ML818L9,C25055,2024/01/24,1470.65,USD,GROUND
INV-EJ5U63M,C93089,2025-03-04,3327.22,USD,GROUND
INV-Y13OXOX,C08929,11-Dec-2024,8524.13,USD,2DAY
INV-Z9A14VN,C47375,2024-03-31,3054.0,USD,2DAY
INV-JFW0VLA,C99892,05/09/2024,14443.0,USD,EXPRESS
INV-8JIF7SH,C94736,"Feb 13, 2024",5903.17,USD,2DAY
INV-T8H9R5W,C29210,16-Mar-2025,1745.46,USD,GROUND
INV-VXC3QJ9,C73720,2025/08/06,3661.69,USD,2DAY
INV-BHN9J2N,C98399,"Nov 02, 2025",1236.28,USD,GROUND
INV-B94FKOY,C78191,09/06/2024,2169.56,USD,2DAY
INV-LQSN73X,C56067,27-Jan-2025,2743.98,USD,GROUND
INV-A4W6JEA,C56067,29-Aug-2025,1350.33,USD,GROUND
INV-UDSY01H,C98399,07/17/2024,1043.27,USD,GROUND
INV-BP3C1M4,C97785,2025-12-18,9086.13,USD,EXPRESS
INV-N0SAJLQ,C29210,2024/08/03,1568.76,USD,GROUND
INV-P16CLWY,C15978,01/04/2024,6149.24,USD,2DAY
INV-PWURADR,C80551,"Apr 22, 2024",4607.85,USD,GROUND
INV-WOJJ5VR,C63096,20-Nov-2025,14761.07,USD,FREIGHT
INV-0I8Q4L4,C08929,26-Apr-2025,10405.66,USD,EXPRESS
INV-1V9JK44,C92842,07/09/2024,1319.23,USD,GROUND
INV-ZATO5SX,C63250,2024-05-23,43757.88,USD,FREIGHT
INV-PSTDWBP,C21531,06/24/2025,1818.05,USD,GROUND
INV-5U5SUL4,C14637,2025/11/15,9529.92,USD,EXPRESS
INV-WRYFNV0,C14175,02-Jan-2024,1737.46,USD,GROUND
INV-LYA251J,C10456,20-Apr-2024,1665.07,USD,GROUND
INV-KLH1NZU,C08929,2024-04-24,1621.7,USD,GROUND
INV-N6XHTML,C63096,02-Dec-2024,18212.57,USD,EXPRESS
INV-ZIY26KP,C14175,2024-07-09,41191.99,USD,FREIGHT
INV-X5GN4TH,C60889,2025-08-25,12613.67,USD,EXPRESS
INV-6WMMNAR,C63096,2025-04-07,7672.8,USD,2DAY
INV-SG1HTU9,C70464,2025-06-01,8126.28,USD,2DAY
INV-2CBXI5A,C17172,03-May-2025,41776.88,USD,FREIGHT
INV-3GJV1OM,C03366,01-Aug-2025,2594.08,USD,GROUND
INV-JLHXJFT,C09581,2024-08-13,2794.2,USD,GROUND
INV-B0BKXJU,C49018,11/01/2024,5014.25,USD,2DAY
INV-9N3SEP2,C91097,2024-03-01,9501.03,USD,2DAY
INV-4YHPIFR,C82971,2025-08-17,18904.54,USD,EXPRESS
INV-L1UVI75,C17172,"May 25, 2025",3251.39,USD,GROUND
INV-VNHVYJF,C57382,22-Dec-2025,2261.72,USD,GROUND
INV-VWI3KHC,C15499,22-Nov-2025,4442.16,USD,2DAY
INV-1LV9W1P,C84879,2024/06/24,11878.48,USD,EXPRESS
INV-LA5N6FH,C57382,2025/07/23,2212.49,USD,GROUND
INV-N1VBHDA,C98672,08/06/2025,1368.42,USD,GROUND
INV-4Y3KETK,C98672,10/13/2024,14624.71,USD,FREIGHT
INV-SW2KUQX,C64279,2024-07-18,2888.23,USD,GROUND
INV-CXKQLOM,C16655,2024/07/25,1079.04,USD,GROUND
INV-G9RC2Y6,C97785,27-Feb-2024,19579.25,USD,FREIGHT
INV-0GDBUXT,C43677,2025-07-11,1818.08,USD,GROUND
INV-5Z63KW4,C02145,"Aug 03, 2025",1365.27,USD,GROUND
INV-M59C89F,C98399,30-Dec-2024,1582.45,USD,GROUND
INV-BO1KTSO,C77577,"Apr 09, 2024",1093.07,USD,GROUND
INV-MO0ERBA,C99892,10/11/2024,5906.58,USD,EXPRESS
INV-LYMETYR,C56067,01/24/2024,5915.8,USD,EXPRESS
INV-NFB3T3B,C77726,"Nov 08, 2024",2785.85,USD,GROUND
INV-8DAN4Z6,C17172,2024/02/29,3296.25,USD,GROUND
INV-5BI0K6W,C77726,2025/07/08,7727.18,USD,EXPRESS
INV-ISWCQYC,C09581,28-Apr-2024,16502.24,USD,EXPRESS
INV-HIP1OAV,C35443,08/23/2025,4630.6,USD,GROUND
INV-0TP5UE1,C24911,"Feb 13, 2024",9596.23,USD,2DAY
INV-MMXCIOY,C60889,"May 07, 2024",10917.36,USD,EXPRESS
INV-3APGWCM,C99808,06/23/2024,4114.93,USD,GROUND
INV-40O58SC,C82971,13-Jun-2025,14326.15,USD,EXPRESS
INV-UJTP7XG,C17754,29-Dec-2025,10248.6,USD,EXPRESS
INV-DN7NUK3,C83350,2024/12/27,3024.42,USD,GROUND
INV-URJXD5E,C03366,18-Jul-2025,35024.18,USD,FREIGHT
INV-93BRBXU,C77577,"Dec 29, 2024",4188.94,USD,GROUND
INV-EOOXJYW,C14637,13-Nov-2024,3044.4,USD,GROUND
INV-POU5SWK,C72495,"May 26, 2024",4638.61,USD,GROUND
INV-3061JJ3,C28306,01-Feb-2025,11913.99,USD,FREIGHT
INV-X61SECT,C24911,2025-06-29,4508.72,USD,GROUND
INV-U8Y76Y4,C77726,"Oct 08, 2025",12124.47,USD,EXPRESS
INV-KSQBGE8,C10456,2025-03-31,4302.61,USD,GROUND
INV-NF5MJJC,C97785,14-Sep-2024,3112.12,USD,GROUND
INV-HNX924Q,C81739,2024-01-25,4052.17,USD,GROUND
INV-Q4BBU10,C08929,"Oct 28, 2024",3005.87,USD,2DAY
INV-LTZRMAG,C08929,02/11/2024,8102.74,USD,2DAY
INV-6TB9C96,C56067,11/21/2024,2992.97,USD,GROUND
INV-0MA8NYT,C33266,17-Nov-2025,16584.21,USD,EXPRESS
INV-0K6TGP6,C17172,21-Jan-2024,3766.87,USD,GROUND
INV-PKGML98,C63250,2024-11-16,3334.18,USD,GROUND
INV-IBPXV7H,C15499,24-Sep-2025,1599.44,USD,GROUND
INV-B4X92YP,C24911,"Apr 23, 2025",1825.18,USD,GROUND
INV-AID7L11,C57382,"Feb 19, 2024",7124.21,USD,2DAY
INV-HPKUQFM,C92842,"Nov 10, 2024",2002.15,USD,GROUND
INV-FMZPW8Z,C64279,12/18/2025,4364.47,USD,GROUND
INV-ZA26N37,C99892,2025-12-20,1495.16,USD,GROUND
INV-8UVVGY5,C24911,"May 11, 2025",3392.1,USD,GROUND
INV-DJ2A24C,C16180,"Jul 07, 2024",3294.03,USD,GROUND
INV-V4A19MZ,C35443,"Apr 01, 2024",9674.65,USD,EXPRESS
INV-PEDJ7UT,C28306,2025/01/05,1899.18,USD,GROUND
INV-4CK9ZVV,C99808,14-Aug-2025,5616.32,USD,2DAY
INV-XP9OWPA,C08929,11/04/2025,5750.99,USD,2DAY
INV-1KFF02J,C94929,14-Aug-2025,3017.04,USD,GROUND
INV-KII7PEA,C10456,02/28/2025,12227.4,USD,EXPRESS
INV-G3VV96V,C29210,03/31/2024,1884.17,USD,GROUND
INV-Y6ULMDB,C35443,2024/02/02,3065.68,USD,GROUND
INV-PVPXMGR,C15499,"Sep 05, 2024",7717.41,USD,EXPRESS
INV-D57B1T5,C63096,23-Apr-2024,14187.66,USD,FREIGHT
INV-WB6KYPK,C20405,01/17/2025,4166.34,USD,GROUND
INV-FWEKNSM,C16180,2024/10/04,5958.43,USD,2DAY
INV-90BQZEI,C84879,2025/07/07,3020.91,USD,GROUND
INV-W98MKF9,C15499,19-Sep-2025,1888.61,USD,GROUND
INV-EL8RSUD,C16180,08/27/2024,1477.35,USD,GROUND
INV-LRH2W1H,C02145,06/25/2024,14259.42,USD,EXPRESS
INV-EEVFNT2,C51553,2025/09/24,2471.65,USD,GROUND
INV-QRN7DD5,C94736,06/26/2024,33784.62,USD,FREIGHT
INV-F7C6MSN,C51553,03/08/2025,2578.15,USD,GROUND
INV-U4PVS0Y,C98399,2025/11/19,3588.42,USD,GROUND
INV-LU9BKIK,C15499,"Apr 23, 2025",4496.83,USD,GROUND
INV-HWY4RML,C25055,2025-08-03,16332.41,USD,EXPRESS
INV-UNHUCP6,C43677,11/01/2024,17456.29,USD,EXPRESS
INV-PNFWP9Q,C98399,04/04/2024,4445.58,USD,GROUND
INV-ANP8SXZ,C16655,22-Oct-2024,19948.06,USD,EXPRESS
INV-SW8K94Y,C15499,2025/07/08,11667.99,USD,EXPRESS
INV-GRH0GWB,C29210,01/28/2025,4963.19,USD,GROUND
INV-IGCHESI,C92842,2025/07/30,14493.2,USD,EXPRESS
INV-2Q82IZC,C78191,02/05/2025,7429.42,USD,2DAY
INV-OKSUB8S,C86029,10/18/2024,5748.6,USD,2DAY
INV-BV3NAZO,C94929,"Feb 27, 2025",10061.95,USD,EXPRESS
INV-2ZBB9HI,C14175,2025/07/29,4995.29,USD,GROUND
INV-UBA1O8A,C20405,18-Feb-2024,1978.67,USD,GROUND
INV-MG6Y06K,C82971,10/03/2025,7773.5,USD,EXPRESS
INV-YRQ0P74,C24911,2025/05/30,1062.7,USD,GROUND
INV-3TW727P,C94736,2025/12/30,3079.01,USD,GROUND
INV-U1SD3EW,C94736,"Nov 30, 2025",16846.44,USD,EXPRESS
INV-J3N71LG,C97125,2024/12/25,2841.7,USD,GROUND
INV-G8WHKDS,C82971,2024-05-15,2746.26,USD,GROUND
INV-56ZRSV3,C77577,25-Nov-2024,4733.25,USD,GROUND
INV-38J9VSU,C81739,2024/06/10,15935.68,USD,EXPRESS
INV-GXR25JR,C16180,13-Jun-2025,45608.56,USD,FREIGHT
INV-PZLFYHJ,C83350,23-Sep-2025,2553.16,USD,GROUND
INV-CHWD1V3,C15978,2024/04/13,2151.71,USD,2DAY
INV-V4YDWT9,C77577,25-Feb-2025,3885.24,USD,GROUND
INV-STT8JXT,C98399,07-Jul-2025,3626.63,USD,GROUND
INV-RVDMGT0,C98399,2025-12-04,4326.18,USD,GROUND
INV-X36WJF1,C97125,08-May-2025,6368.51,USD,2DAY
INV-XFDOZCQ,C57382,11/01/2024,2978.13,USD,GROUND
INV-2YSVYRF,C87356,2024/07/15,4515.64,USD,GROUND
INV-XMW1K15,C15978,04/14/2024,3775.5,USD,2DAY
INV-8HMVYQJ,C21531,2025/06/09,18850.81,USD,EXPRESS
INV-UYQ77WG,C99892,24-Apr-2024,6865.27,USD,2DAY
INV-X1AEJ6F,C98399,"Jul 30, 2024",18286.86,USD,EXPRESS
INV-TRKGBIG,C94736,"Jul 31, 2024",10114.25,USD,FREIGHT
INV-4BVNSZ0,C93089,12-Jun-2025,2089.39,USD,GROUND
INV-FGNAQBZ,C80551,2024-03-01,1196.41,USD,GROUND
INV-4YO1QCR,C84879,2025-04-04,1280.44,USD,GROUND
INV-SSJPLX7,C49018,2025-06-03,2787.4,USD,GROUND
INV-LL9VQNI,C09581,"Oct 26, 2024",2404.86,USD,GROUND
INV-LD6SV02,C83948,2025-06-12,4532.55,USD,GROUND
INV-Z7KMI6L,C86029,01/07/2025,3474.65,USD,GROUND
INV-G11BJJF,C21531,03/26/2025,3612.63,USD,GROUND
INV-5G8QRAE,C08929,09/24/2024,3543.49,USD,GROUND
INV-Z5YAH1Q,C77577,"Nov 18, 2025",19359.74,USD,EXPRESS
INV-W438QZN,C63250,2025-01-13,9305.2,USD,EXPRESS
INV-5C7Y0R6,C14637,2025-09-09,4824.27,USD,GROUND
INV-UJYARYO,C47375,2024/01/07,4412.86,USD,GROUND
INV-A0JZQ5T,C47375,04/26/2025,17816.85,USD,EXPRESS
INV-6392SE5,C11386,2024-11-17,35225.82,USD,FREIGHT
INV-IXE2LW0,C43677,2024/12/01,8416.75,USD,EXPRESS
INV-JTRJXRO,C24911,05/12/2024,2583.97,USD,GROUND
INV-CF5Q6VV,C86029,08/08/2024,8712.01,USD,2DAY
INV-SQQXG08,C91097,02-Oct-2024,12263.01,USD,EXPRESS
INV-1TB6B0L,C98399,2024-10-28,4318.86,USD,GROUND
INV-LGR5AH0,C43677,2024/11/12,5069.78,USD,EXPRESS
INV-FF3Z43N,C63250,2025/12/03,18631.63,USD,EXPRESS
INV-12H594E,C80551,2025/07/01,3954.3,USD,GROUND
INV-ANBEM3V,C91097,06/28/2025,9292.32,USD,2DAY
INV-WTXHJQC,C97125,11/05/2024,3764.3,USD,2DAY
INV-WLJZKEM,C09581,06/07/2024,14629.03,USD,EXPRESS
INV-DW0OR4Q,C82971,2024/01/20,3547.68,USD,GROUND
INV-60DUPIK,C03366,18-Sep-2025,7742.71,USD,EXPRESS
INV-4EJCHXT,C57382,"Feb 01, 2025",9300.21,USD,2DAY
INV-3ESCBVK,C87356,"Oct 18, 2024",7155.27,USD,EXPRESS
INV-H88RXMS,C91097,11-Nov-2024,7453.0,USD,EXPRESS
INV-SOHRU07,C87356,05/10/2024,3660.89,USD,GROUND
INV-BD4B9K4,C11386,20-Aug-2024,2645.81,USD,GROUND
INV-H89PG6R,C56067,02-Jul-2024,1712.83,USD,GROUND
INV-BJESJ80,C97785,2025-04-14,3485.18,USD,GROUND
INV-OZZZR82,C35443,08/06/2025,3119.65,USD,GROUND
INV-XYWWTG3,C99892,2025/07/31,8592.72,USD,EXPRESS
INV-MDX9ZOI,C14175,01/04/2024,11725.51,USD,EXPRESS
INV-AINWWZB,C43677,2024/03/05,4451.16,USD,2DAY
INV-S8T0QKG,C25055,2024/01/26,2116.32,USD,GROUND
INV-ICX2QZR,C80551,"Apr 15, 2025",3427.63,USD,2DAY
INV-UN9EQ2V,C78191,2024/01/09,15651.85,USD,FREIGHT
INV-1HMI4R2,C72495,09-Dec-2024,2427.41,USD,GROUND
INV-OBHXFL5,C70464,2024-11-02,3454.91,USD,GROUND
INV-WDTHY8Q,C17754,2025/10/04,13468.3,USD,EXPRESS
INV-MXZV73G,C60889,20-Jun-2025,3677.16,USD,GROUND
INV-5TDQGOR,C84879,25-Jan-2025,4222.61,USD,GROUND
INV-ZLB6OMP,C93089,2025-08-23,35106.78,USD,FREIGHT
INV-ETICSV0,C72495,2024/12/20,7813.36,USD,2DAY
INV-1UIGTPB,C21531,10/26/2025,1527.02,USD,GROUND
INV-HVAOG1D,C63250,03/05/2025,1743.1,USD,GROUND
INV-PNR7EPE,C28306,10-Sep-2024,27139.21,USD,FREIGHT
INV-3AACWJP,C29210,"Nov 26, 2024",39710.59,USD,FREIGHT
INV-DX4GA15,C92842,2025-12-30,14267.41,USD,EXPRESS
INV-WFOQCWL,C11386,"Mar 19, 2025",5227.91,USD,EXPRESS
INV-DF49QUE,C97785,08-Nov-2024,44883.67,USD,FREIGHT
INV-90ZPQO8,C70464,2025/05/18,8037.05,USD,EXPRESS
INV-54CGHJT,C17754,30-Jan-2025,9062.59,USD,2DAY
INV-ZUSXHQ0,C16180,2025/04/02,24693.6,USD,FREIGHT
INV-XPTENST,C64279,2024-01-07,2184.01,USD,GROUND
INV-50JIFEH,C56067,2025-03-17,14168.18,USD,EXPRESS
INV-ULZPXM1,C97785,2025-08-13,4791.98,USD,GROUND
INV-YGPF0LU,C99808,08-Dec-2025,1082.61,USD,GROUND
INV-H9EISXT,C57382,22-Jan-2024,16207.82,USD,EXPRESS
INV-U2I681G,C35443,2025-05-31,4009.61,USD,2DAY
INV-54MJYSH,C15978,"Apr 12, 2024",2526.57,USD,GROUND
INV-RCT0B27,C14637,2025-10-26,5898.95,USD,2DAY
INV-YMTK1A0,C77577,14-Feb-2025,10356.16,USD,EXPRESS
INV-PACLVEM,C64279,2025-11-18,8963.58,USD,2DAY
INV-UB3B10H,C11386,2025-08-07,1369.02,USD,GROUND
INV-Y2VJ1YO,C63096,08/29/2025,1019.47,USD,GROUND
INV-8NFHY6W,C94929,2025-10-07,1912.93,USD,GROUND
INV-CB1J7ZD,C33266,"Feb 26, 2024",4785.46,USD,2DAY
INV-79VTP5X,C73720,11/21/2025,14866.22,USD,EXPRESS
INV-XEJ163W,C83350,03-Apr-2025,14670.7,USD,EXPRESS
INV-C056W6U,C14637,01/17/2024,7346.78,USD,EXPRESS
INV-XTDPKQU,C94736,2025/05/19,2463.76,USD,GROUND
INV-6H2G5TS,C93089,14-Jan-2025,4249.13,USD,GROUND
INV-9HRUYSX,C73720,2024-08-18,5595.87,USD,2DAY
INV-TIDP8KY,C78191,2025/03/26,2958.38,USD,GROUND
INV-R1SK2BV,C15499,05/27/2025,12244.8,USD,FREIGHT
INV-Z2HY2E6,C63096,2024-02-28,4897.91,USD,2DAY
INV-48TZ4V8,C33266,"Oct 27, 2024",1095.79,USD,GROUND
INV-730GLHB,C72495,"Jan 25, 2025",1377.49,USD,GROUND
INV-1I17306,C11386,14-Jan-2024,1849.35,USD,GROUND
INV-1IUHN1S,C11386,24-Dec-2024,8167.22,USD,2DAY
INV-CITR7ND,C14637,"Jul 06, 2025",17967.04,USD,FREIGHT
